dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,temp_category,cnt_log,hr,rush_hour
2011-08-30,Fall,0,8,0,2,1,1,0.56,,0.68,0.1045,6,7,13,Weekday,Mild,2.639057329615259,1.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.54,,0.73,0.1045,2,8,10,Weekday,Mild,2.3978952727983707,2.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.54,,0.73,0.194,2,2,4,Weekday,Mild,1.6094379124341005,3.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.52,,0.77,0.1642,0,6,6,Weekday,Mild,1.9459101490553128,4.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.52,,0.77,0.0896,1,27,28,Weekday,Mild,3.367295829986474,5.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.54,,0.73,0.1045,4,115,119,Weekday,Mild,4.787491742782046,6.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.56,,0.68,0.1343,19,338,357,Weekday,Mild,5.8805329864007,7.0,Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.62,,0.57,0.1343,34,459,493,Weekday,Warm,6.202535517187923,8.0,Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.66,,0.5,0.2239,38,180,218,Weekday,Warm,5.389071729816501,9.0,Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.7,,0.39,0.2239,28,109,137,Weekday,Warm,4.927253685157205,10.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.72,,0.37,0.194,60,115,175,Weekday,Warm,5.170483995038151,11.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.72,,0.37,0.194,65,172,237,Weekday,Warm,5.472270673671475,12.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.74,,0.35,0.1045,59,170,229,Weekday,Warm,5.438079308923196,13.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.74,,0.33,0.1642,58,151,209,Weekday,Warm,5.3471075307174685,14.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.74,,0.35,0.2239,34,162,196,Weekday,Warm,5.2832037287379885,15.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.74,,0.37,0.1642,42,295,337,Weekday,Warm,5.823045895483019,16.0,Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.72,,0.42,0.194,62,549,611,Weekday,Warm,6.416732282512326,17.0,Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.7,,0.45,0.1642,60,516,576,Weekday,Warm,6.3578422665081,18.0,Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.66,,0.5,0.0896,68,397,465,Weekday,Warm,6.144185634125646,19.0,Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.66,,0.5,0.194,39,259,298,Weekday,Warm,5.700443573390686,20.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.64,,0.65,0.0896,43,180,223,Weekday,Warm,5.41164605185504,21.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.62,,0.61,0.194,22,121,143,Weekday,Warm,4.969813299576001,22.0,Non-Rush Hour
2011-08-30,Fall,0,8,0,2,1,1,0.62,,0.61,0.194,19,74,93,Weekday,Warm,4.543294782270004,23.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.6,,0.69,0.194,8,24,32,Weekday,Mild,3.49650756146648,0.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.6,,0.69,0.194,2,13,15,Weekday,Mild,2.772588722239781,1.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.56,,0.73,0.194,1,5,6,Weekday,Mild,1.9459101490553128,2.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.56,,0.78,0.194,2,4,6,Weekday,Mild,1.9459101490553128,3.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.56,,0.73,0.194,0,5,5,Weekday,Mild,1.791759469228055,4.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.54,,0.83,0.0896,2,25,27,Weekday,Mild,3.332204510175204,5.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.54,,0.77,0.194,4,107,111,Weekday,Mild,4.718498871295094,6.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.6,,0.78,0.194,12,316,328,Weekday,Mild,5.796057750765372,7.0,Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.62,,0.69,0.194,27,440,467,Weekday,Warm,6.148468295917647,8.0,Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.64,,0.69,0.0896,27,217,244,Weekday,Warm,5.501258210544727,9.0,Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.7,,0.45,0.1045,33,105,138,Weekday,Warm,4.934473933130692,10.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.72,,0.42,0.1343,28,143,171,Weekday,Warm,5.147494476813453,11.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.74,,0.43,0.1343,68,192,260,Weekday,Warm,5.564520407322694,12.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.74,,0.37,0.1045,39,182,221,Weekday,Warm,5.402677381872279,13.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.74,,0.4,0.1343,48,148,196,Weekday,Warm,5.2832037287379885,14.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.74,,0.4,0.1343,34,138,172,Weekday,Warm,5.153291594497779,15.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.74,,0.42,0.1343,46,263,309,Weekday,Warm,5.736572297479192,16.0,Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.72,,0.45,0.1343,83,525,608,Weekday,Warm,6.411818267709897,17.0,Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.7,,0.51,0.2239,70,495,565,Weekday,Warm,6.338594078203183,18.0,Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.84,,0.47,0.2537,53,393,446,Weekday,Warm,6.102558594613569,19.0,Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.66,,0.57,0.1343,30,259,289,Weekday,Warm,5.66988092298052,20.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.66,,0.61,0.0896,27,174,201,Weekday,Warm,5.308267697401205,21.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.64,,0.69,0.194,20,137,157,Weekday,Warm,5.062595033026967,22.0,Non-Rush Hour
2011-08-31,Fall,0,8,0,3,1,1,0.6,,0.78,0.1045,24,60,84,Weekday,Mild,4.442651256490317,23.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.6,,0.78,0.1045,18,33,51,Weekday,Mild,3.951243718581428,0.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.6,,0.73,0.0896,7,14,21,Weekday,Mild,3.091042453358316,1.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.58,,0.78,0.0896,14,11,25,Weekday,Mild,3.258096538021482,2.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.58,,0.78,0.0896,7,7,14,Weekday,Mild,2.70805020110221,3.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.56,,0.83,0.0896,0,7,7,Weekday,Mild,2.079441541679836,4.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.56,,0.73,0.0896,1,22,23,Weekday,Mild,3.1780538303479458,5.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.6,,0.78,0.194,2,103,105,Weekday,Mild,4.663439094112067,6.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.6,,0.78,0.194,7,335,342,Weekday,Mild,5.83773044716594,7.0,Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.62,,0.73,0.1343,31,467,498,Weekday,Warm,6.212606095751519,8.0,Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.64,,0.69,0.1045,29,178,207,Weekday,Warm,5.337538079701318,9.0,Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.68,,0.61,0.1343,46,92,138,Weekday,Warm,4.934473933130692,10.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.72,,0.51,0.1343,51,141,192,Weekday,Warm,5.262690188904886,11.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,2,0.72,,0.51,0.1343,64,165,229,Weekday,Warm,5.438079308923196,12.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,2,0.72,,0.48,0.0896,50,169,219,Weekday,Warm,5.393627546352361,13.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,3,0.72,,0.54,0.2537,54,144,198,Weekday,Warm,5.293304824724492,14.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.72,,0.51,0.1343,39,135,174,Weekday,Warm,5.1647859739235145,15.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.74,,0.51,0.194,55,253,308,Weekday,Warm,5.733341276897746,16.0,Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.72,,0.54,0.2537,61,567,628,Weekday,Warm,6.444131256700441,17.0,Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.72,,0.54,0.2239,69,462,531,Weekday,Warm,6.2766434893416445,18.0,Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.7,,0.58,0.1642,79,364,443,Weekday,Warm,6.095824562432225,19.0,Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.66,,0.61,0.2239,33,247,280,Weekday,Warm,5.638354669333745,20.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,2,0.66,,0.57,0.194,17,160,177,Weekday,Warm,5.181783550292085,21.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,2,0.66,,0.57,0.2239,34,145,179,Weekday,Warm,5.19295685089021,22.0,Non-Rush Hour
2011-09-01,Fall,0,9,0,4,1,1,0.64,,0.65,0.2537,15,111,126,Weekday,Warm,4.844187086458591,23.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,1,0.64,,0.65,0.194,6,58,64,Weekday,Warm,4.174387269895637,0.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,3,0.62,,0.73,0.1045,4,28,32,Weekday,Warm,3.49650756146648,1.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,3,0.62,,0.73,0.1045,9,11,20,Weekday,Warm,3.044522437723423,2.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.6,,0.83,0.1642,4,4,8,Weekday,Mild,2.19722457733622,3.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,1,0.6,,0.83,0.0896,2,2,4,Weekday,Mild,1.6094379124341005,4.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.6,,0.83,0.1343,0,20,20,Weekday,Mild,3.044522437723423,5.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,1,0.6,,0.83,0.1343,3,73,76,Weekday,Mild,4.343805421853684,6.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,1,0.6,,0.83,0.1045,6,253,259,Weekday,Mild,5.560681631015528,7.0,Rush Hour
2011-09-02,Fall,0,9,0,5,1,1,0.62,,0.78,0.194,22,434,456,Weekday,Warm,6.124683390894205,8.0,Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.62,,0.83,0.1045,30,190,220,Weekday,Warm,5.3981627015177525,9.0,Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.64,,0.76,0.1642,34,106,140,Weekday,Warm,4.948759890378168,10.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.66,,0.74,0.1045,51,141,192,Weekday,Warm,5.262690188904886,11.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.66,,0.69,0.2239,82,178,260,Weekday,Warm,5.564520407322694,12.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.68,,0.65,0.1343,72,207,279,Weekday,Warm,5.634789603169249,13.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.7,,0.61,0.1045,75,208,283,Weekday,Warm,5.648974238161206,14.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.7,,0.61,0.2537,69,277,346,Weekday,Warm,5.849324779946859,15.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.7,,0.61,0.1343,82,299,381,Weekday,Warm,5.945420608606575,16.0,Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.68,,0.65,0.1642,78,377,455,Weekday,Warm,6.1224928095143865,17.0,Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.68,,0.65,0.194,50,305,355,Weekday,Warm,5.87493073085203,18.0,Rush Hour
2011-09-02,Fall,0,9,0,5,1,1,0.66,,0.69,0.1343,67,220,287,Weekday,Warm,5.662960480135946,19.0,Rush Hour
2011-09-02,Fall,0,9,0,5,1,1,0.64,,0.73,0.194,38,158,196,Weekday,Warm,5.2832037287379885,20.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.64,,0.73,0.0896,28,121,149,Weekday,Warm,5.010635294096256,21.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.64,,0.73,0.1642,33,114,147,Weekday,Warm,4.997212273764115,22.0,Non-Rush Hour
2011-09-02,Fall,0,9,0,5,1,2,0.64,,0.73,0.1642,30,68,98,Weekday,Warm,4.59511985013459,23.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,2,0.64,,0.73,0.1045,22,65,87,Weekend,Warm,4.477336814478207,0.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,2,0.64,,0.69,0.2537,17,57,74,Weekend,Warm,4.31748811353631,1.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,2,0.64,,0.69,0.2239,15,26,41,Weekend,Warm,3.737669618283368,2.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.62,,0.73,0.1642,17,18,35,Weekend,Warm,3.58351893845611,3.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.62,,0.73,0.1642,3,4,7,Weekend,Warm,2.079441541679836,4.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.62,,0.69,0.194,3,9,12,Weekend,Warm,2.5649493574615367,5.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.62,,0.73,0.1642,4,19,23,Weekend,Warm,3.1780538303479458,6.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.62,,0.73,0.194,5,33,38,Weekend,Warm,3.6635616461296463,7.0,Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.64,,0.69,0.1642,24,65,89,Weekend,Warm,4.499809670330265,8.0,Rush Hour
2011-09-03,Fall,0,9,0,6,0,2,0.66,,0.69,0.2537,83,118,201,Weekend,Warm,5.308267697401205,9.0,Rush Hour
2011-09-03,Fall,0,9,0,6,0,3,0.66,,0.65,0.2537,90,168,258,Weekend,Warm,5.556828061699537,10.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,3,0.66,,0.69,0.2836,66,128,194,Weekend,Warm,5.272999558563747,11.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.7,,0.61,0.2239,97,160,257,Weekend,Warm,5.552959584921617,12.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.7,,0.65,0.2239,153,200,353,Weekend,Warm,5.869296913133774,13.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,2,0.72,,0.66,0.1642,204,176,380,Weekend,Warm,5.942799375126701,14.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.72,,0.7,0.1642,187,201,388,Weekend,Warm,5.963579343618446,15.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.72,,0.7,0.194,186,188,374,Weekend,Warm,5.926926025970411,16.0,Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.72,,0.7,0.2239,170,201,371,Weekend,Warm,5.918893854273146,17.0,Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.72,,0.7,0.1642,160,179,339,Weekend,Warm,5.828945617610208,18.0,Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.7,,0.74,0.1343,147,148,295,Weekend,Warm,5.69035945432406,19.0,Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.7,,0.79,0.1642,99,120,219,Weekend,Warm,5.393627546352361,20.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.68,,0.83,0.1343,71,93,164,Weekend,Warm,5.10594547390058,21.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.68,,0.83,0.1045,66,96,162,Weekend,Warm,5.093750200806762,22.0,Non-Rush Hour
2011-09-03,Fall,0,9,0,6,0,1,0.66,,0.85,0.1343,46,77,123,Weekend,Warm,4.820281565605037,23.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.66,,0.89,0.194,33,76,109,Weekend,Warm,4.700480365792417,0.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.66,,0.83,0.1343,37,38,75,Weekend,Warm,4.330733340286331,1.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.66,,0.83,0.194,17,43,60,Weekend,Warm,4.110873864173311,2.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.64,,0.89,0.194,20,23,43,Weekend,Warm,3.784189633918261,3.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.64,,0.83,0.1642,0,4,4,Weekend,Warm,1.6094379124341005,4.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.64,,0.83,0.1343,1,5,6,Weekend,Warm,1.9459101490553128,5.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.64,,0.84,0.2239,0,3,3,Weekend,Warm,1.3862943611198906,6.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.66,,0.78,0.194,10,20,30,Weekend,Warm,3.4339872044851463,7.0,Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.66,,0.78,0.1642,21,49,70,Weekend,Warm,4.262679877041316,8.0,Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.66,,0.78,0.1642,87,102,189,Weekend,Warm,5.247024072160486,9.0,Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.7,,0.74,0.1343,150,147,297,Weekend,Warm,5.697093486505405,10.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.74,,0.7,0.1642,174,163,337,Weekend,Warm,5.823045895483019,11.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.76,,0.66,0.1642,214,221,435,Weekend,Warm,6.077642243349034,12.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,2,0.78,,0.62,0.2836,245,174,419,Weekend,Warm,6.040254711277414,13.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.78,,0.66,0.3284,205,156,361,Weekend,Warm,5.891644211825771,14.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.78,,0.66,0.2836,218,192,410,Weekend,Warm,6.018593214496234,15.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.8,,0.59,0.2239,196,141,337,Weekend,Warm,5.823045895483019,16.0,Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.76,,0.66,0.2239,204,172,376,Weekend,Warm,5.932245187448011,17.0,Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.76,,0.66,0.194,187,169,356,Weekend,Warm,5.877735781779639,18.0,Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.74,,0.7,0.194,178,150,328,Weekend,Warm,5.796057750765372,19.0,Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.74,,0.7,0.2985,104,125,229,Weekend,Warm,5.438079308923196,20.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,1,0.72,,0.74,0.2537,104,103,207,Weekend,Warm,5.337538079701318,21.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,2,0.72,,0.74,0.2836,70,85,155,Weekend,Warm,5.049856007249537,22.0,Non-Rush Hour
2011-09-04,Fall,0,9,0,0,0,2,0.72,,0.7,0.1642,46,58,104,Weekend,Warm,4.653960350157523,23.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.7,,0.74,0.2239,31,66,97,Weekday,Warm,4.584967478670572,0.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.68,,0.79,0.1045,19,35,54,Weekday,Warm,4.007333185232471,1.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.68,,0.79,0.1642,17,22,39,Weekday,Warm,3.688879454113936,2.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.68,,0.74,0.2985,4,12,16,Weekday,Warm,2.833213344056216,3.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.68,,0.69,0.2836,3,5,8,Weekday,Warm,2.19722457733622,4.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.66,,0.74,0.1642,2,4,6,Weekday,Warm,1.9459101490553128,5.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.66,,0.74,0.1343,6,5,11,Weekday,Warm,2.4849066497880004,6.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,1,0.66,,0.74,0.1642,11,30,41,Weekday,Warm,3.737669618283368,7.0,Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.66,,0.78,0.194,45,56,101,Weekday,Warm,4.624972813284271,8.0,Rush Hour
2011-09-05,Fall,0,9,1,1,0,3,0.68,,0.74,0.1642,63,89,152,Weekday,Warm,5.030437921392435,9.0,Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.7,,0.7,0.1642,107,137,244,Weekday,Warm,5.501258210544727,10.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.7,,0.74,0.1642,101,207,308,Weekday,Warm,5.733341276897746,11.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.72,,0.7,0.194,141,212,353,Weekday,Warm,5.869296913133774,12.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.74,,0.7,0.1343,154,235,389,Weekday,Warm,5.966146739123692,13.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,1,0.74,,0.7,0.1642,145,212,357,Weekday,Warm,5.8805329864007,14.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.68,,0.79,0.2836,111,142,253,Weekday,Warm,5.537334267018537,15.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.68,,0.79,0.2836,92,192,284,Weekday,Warm,5.652489180268651,16.0,Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.66,,0.89,0.1045,37,77,114,Weekday,Warm,4.74493212836325,17.0,Rush Hour
2011-09-05,Fall,0,9,1,1,0,1,0.66,,0.89,0.0896,31,92,123,Weekday,Warm,4.820281565605037,18.0,Rush Hour
2011-09-05,Fall,0,9,1,1,0,3,0.66,,0.94,0.1045,52,123,175,Weekday,Warm,5.170483995038151,19.0,Rush Hour
2011-09-05,Fall,0,9,1,1,0,3,0.66,,0.94,0.2537,26,56,82,Weekday,Warm,4.418840607796598,20.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.66,,0.94,0.2985,20,40,60,Weekday,Warm,4.110873864173311,21.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,2,0.6,,0.88,0.5821,15,49,64,Weekday,Mild,4.174387269895637,22.0,Non-Rush Hour
2011-09-05,Fall,0,9,1,1,0,3,0.56,,0.88,0.3881,3,17,20,Weekday,Mild,3.044522437723423,23.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.94,0.3582,1,7,8,Weekday,Mild,2.19722457733622,0.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.94,0.2537,0,2,2,Weekday,Mild,1.0986122886681096,2.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.94,0.2985,1,0,1,Weekday,Mild,0.6931471805599453,3.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,2,0.54,,0.94,0.2985,1,3,4,Weekday,Mild,1.6094379124341005,4.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.88,0.3582,1,20,21,Weekday,Mild,3.091042453358316,5.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,2,0.54,,0.88,0.3284,0,72,72,Weekday,Mild,4.290459441148391,6.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,2,0.54,,0.83,0.3582,6,166,172,Weekday,Mild,5.153291594497779,7.0,Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.83,0.3881,15,349,364,Weekday,Mild,5.899897353582492,8.0,Rush Hour
2011-09-06,Fall,0,9,0,2,1,2,0.54,,0.81,0.4179,18,167,185,Weekday,Mild,5.225746673713202,9.0,Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.83,0.3582,16,90,106,Weekday,Mild,4.672828834461906,10.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.83,0.3881,11,78,89,Weekday,Mild,4.499809670330265,11.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.83,0.3881,16,51,67,Weekday,Mild,4.219507705176107,12.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.88,0.2985,5,24,29,Weekday,Mild,3.4011973816621555,13.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.88,0.2836,3,21,24,Weekday,Mild,3.218875824868201,14.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.94,0.3881,18,71,89,Weekday,Mild,4.499809670330265,15.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.94,0.3881,11,95,106,Weekday,Mild,4.672828834461906,16.0,Rush Hour
2011-09-06,Fall,0,9,0,2,1,2,0.54,,0.88,0.3881,15,276,291,Weekday,Mild,5.676753802268282,17.0,Rush Hour
2011-09-06,Fall,0,9,0,2,1,2,0.54,,0.88,0.3881,22,351,373,Weekday,Mild,5.924255797414532,18.0,Rush Hour
2011-09-06,Fall,0,9,0,2,1,2,0.54,,0.88,0.4179,12,269,281,Weekday,Mild,5.641907070938114,19.0,Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.88,0.2985,13,150,163,Weekday,Mild,5.099866427824199,20.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.88,0.2836,12,109,121,Weekday,Mild,4.804021044733257,21.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,2,0.54,,0.94,0.3284,5,79,84,Weekday,Mild,4.442651256490317,22.0,Non-Rush Hour
2011-09-06,Fall,0,9,0,2,1,3,0.54,,0.94,0.2537,2,56,58,Weekday,Mild,4.07753744390572,23.0,Non-Rush Hour
