instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,rush_hour,day_type,temp_category,cnt_log,data_source
8035,2011-12-06,Winter,0,12,10,0,2,1,3,0.46,0.94,0.2836,6,44,50,Non-Rush Hour,Weekday,Mild,3.9318256327243257,hour
8036,2011-12-06,Winter,0,12,11,0,2,1,3,0.46,0.94,0.2537,4,28,32,Non-Rush Hour,Weekday,Mild,3.49650756146648,hour
8037,2011-12-06,Winter,0,12,12,0,2,1,3,0.46,1.0,0.2239,5,50,55,Non-Rush Hour,Weekday,Mild,4.02535169073515,hour
8038,2011-12-06,Winter,0,12,13,0,2,1,3,0.46,1.0,0.194,6,65,71,Non-Rush Hour,Weekday,Mild,4.276666119016055,hour
8039,2011-12-06,Winter,0,12,14,0,2,1,3,0.48,1.0,0.2239,6,69,75,Non-Rush Hour,Weekday,Mild,4.330733340286331,hour
8040,2011-12-06,Winter,0,12,15,0,2,1,3,0.5,1.0,0.194,2,43,45,Non-Rush Hour,Weekday,Mild,3.828641396489095,hour
8041,2011-12-06,Winter,0,12,16,0,2,1,3,0.46,1.0,0.2537,4,84,88,Rush Hour,Weekday,Mild,4.48863636973214,hour
8042,2011-12-06,Winter,0,12,17,0,2,1,2,0.46,1.0,0.2239,13,249,262,Rush Hour,Weekday,Mild,5.572154032177765,hour
8043,2011-12-06,Winter,0,12,18,0,2,1,2,0.46,1.0,0.2836,17,287,304,Rush Hour,Weekday,Mild,5.720311776607412,hour
8044,2011-12-06,Winter,0,12,19,0,2,1,3,0.46,1.0,0.2985,10,223,233,Rush Hour,Weekday,Mild,5.455321115357702,hour
8045,2011-12-06,Winter,0,12,20,0,2,1,3,0.46,1.0,0.2985,3,107,110,Non-Rush Hour,Weekday,Mild,4.709530201312334,hour
8046,2011-12-06,Winter,0,12,21,0,2,1,2,0.44,1.0,0.194,6,108,114,Non-Rush Hour,Weekday,Mild,4.74493212836325,hour
8047,2011-12-06,Winter,0,12,22,0,2,1,3,0.46,1.0,0.1642,5,82,87,Non-Rush Hour,Weekday,Mild,4.477336814478207,hour
8048,2011-12-06,Winter,0,12,23,0,2,1,3,0.46,1.0,0.1642,5,48,53,Non-Rush Hour,Weekday,Mild,3.9889840465642745,hour
8049,2011-12-07,Winter,0,12,0,0,3,1,1,0.44,1.0,0.194,3,30,33,Non-Rush Hour,Weekday,Mild,3.5263605246161616,hour
8050,2011-12-07,Winter,0,12,1,0,3,1,2,0.46,1.0,0.2537,4,9,13,Non-Rush Hour,Weekday,Mild,2.639057329615259,hour
8051,2011-12-07,Winter,0,12,2,0,3,1,3,0.46,1.0,0.2239,2,4,6,Non-Rush Hour,Weekday,Mild,1.9459101490553128,hour
8052,2011-12-07,Winter,0,12,3,0,3,1,3,0.46,1.0,0.2239,0,3,3,Non-Rush Hour,Weekday,Mild,1.3862943611198906,hour
8053,2011-12-07,Winter,0,12,4,0,3,1,3,0.46,1.0,0.1642,0,1,1,Non-Rush Hour,Weekday,Mild,0.6931471805599453,hour
8054,2011-12-07,Winter,0,12,5,0,3,1,3,0.46,1.0,0.1642,0,3,3,Non-Rush Hour,Weekday,Mild,1.3862943611198906,hour
8055,2011-12-07,Winter,0,12,6,0,3,1,3,0.48,1.0,0.4179,0,18,18,Non-Rush Hour,Weekday,Mild,2.9444389791664403,hour
8056,2011-12-07,Winter,0,12,7,0,3,1,3,0.44,1.0,0.1045,3,43,46,Rush Hour,Weekday,Mild,3.8501476017100575,hour
8057,2011-12-07,Winter,0,12,8,0,3,1,3,0.44,1.0,0.194,6,80,86,Rush Hour,Weekday,Mild,4.465908118654584,hour
8058,2011-12-07,Winter,0,12,9,0,3,1,3,0.44,1.0,0.2537,0,64,64,Rush Hour,Weekday,Mild,4.174387269895637,hour
8059,2011-12-07,Winter,0,12,10,0,3,1,3,0.44,1.0,0.0896,1,32,33,Non-Rush Hour,Weekday,Mild,3.5263605246161616,hour
8060,2011-12-07,Winter,0,12,11,0,3,1,3,0.44,1.0,0.0896,3,47,50,Non-Rush Hour,Weekday,Mild,3.9318256327243257,hour
8061,2011-12-07,Winter,0,12,12,0,3,1,3,0.44,1.0,0.1343,4,29,33,Non-Rush Hour,Weekday,Mild,3.5263605246161616,hour
8062,2011-12-07,Winter,0,12,13,0,3,1,3,0.44,1.0,0.194,5,28,33,Non-Rush Hour,Weekday,Mild,3.5263605246161616,hour
8063,2011-12-07,Winter,0,12,14,0,3,1,3,0.44,1.0,0.194,1,24,25,Non-Rush Hour,Weekday,Mild,3.258096538021482,hour
8064,2011-12-07,Winter,0,12,15,0,3,1,3,0.42,0.94,0.2239,5,25,30,Non-Rush Hour,Weekday,Mild,3.4339872044851463,hour
8065,2011-12-07,Winter,0,12,16,0,3,1,3,0.42,0.94,0.194,3,28,31,Rush Hour,Weekday,Mild,3.4657359027997265,hour
8066,2011-12-07,Winter,0,12,17,0,3,1,3,0.4,1.0,0.3284,4,48,52,Rush Hour,Weekday,Mild,3.970291913552122,hour
8067,2011-12-07,Winter,0,12,18,0,3,1,3,0.4,0.94,0.2985,3,48,51,Rush Hour,Weekday,Mild,3.951243718581428,hour
8068,2011-12-07,Winter,0,12,19,0,3,1,3,0.34,0.87,0.6418,2,31,33,Rush Hour,Weekday,Mild,3.5263605246161616,hour
8069,2011-12-07,Winter,0,12,20,0,3,1,3,0.34,0.87,0.6418,1,25,26,Non-Rush Hour,Weekday,Mild,3.295836866004329,hour
8070,2011-12-07,Winter,0,12,21,0,3,1,3,0.3,0.87,0.5224,0,6,6,Non-Rush Hour,Weekday,Cold,1.9459101490553128,hour
8071,2011-12-07,Winter,0,12,22,0,3,1,3,0.24,0.93,0.4478,0,13,13,Non-Rush Hour,Weekday,Cold,2.639057329615259,hour
8072,2011-12-07,Winter,0,12,23,0,3,1,1,0.24,0.93,0.3881,0,16,16,Non-Rush Hour,Weekday,Cold,2.833213344056216,hour
8073,2011-12-08,Winter,0,12,0,0,4,1,2,0.26,0.87,0.2985,0,21,21,Non-Rush Hour,Weekday,Cold,3.091042453358316,hour
8074,2011-12-08,Winter,0,12,1,0,4,1,1,0.26,0.81,0.3582,1,6,7,Non-Rush Hour,Weekday,Cold,2.079441541679836,hour
8075,2011-12-08,Winter,0,12,2,0,4,1,1,0.28,0.65,0.2239,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341005,hour
8076,2011-12-08,Winter,0,12,3,0,4,1,1,0.26,0.6,0.2985,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453,hour
8077,2011-12-08,Winter,0,12,4,0,4,1,2,0.24,0.6,0.4627,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096,hour
8078,2011-12-08,Winter,0,12,5,0,4,1,1,0.22,0.64,0.2239,0,12,12,Non-Rush Hour,Weekday,Cold,2.5649493574615367,hour
8079,2011-12-08,Winter,0,12,6,0,4,1,1,0.22,0.55,0.2836,0,71,71,Non-Rush Hour,Weekday,Cold,4.276666119016055,hour
8080,2011-12-08,Winter,0,12,7,0,4,1,1,0.22,0.6,0.2239,11,233,244,Rush Hour,Weekday,Cold,5.501258210544727,hour
8081,2011-12-08,Winter,0,12,8,0,4,1,1,0.22,0.55,0.2836,11,418,429,Rush Hour,Weekday,Cold,6.063785208687608,hour
8082,2011-12-08,Winter,0,12,9,0,4,1,1,0.24,0.52,0.3881,7,218,225,Rush Hour,Weekday,Cold,5.420534999272286,hour
8083,2011-12-08,Winter,0,12,10,0,4,1,1,0.26,0.52,0.3284,1,109,110,Non-Rush Hour,Weekday,Cold,4.709530201312334,hour
8084,2011-12-08,Winter,0,12,11,0,4,1,1,0.28,0.52,0.2537,6,100,106,Non-Rush Hour,Weekday,Cold,4.672828834461906,hour
8085,2011-12-08,Winter,0,12,12,0,4,1,1,0.28,0.52,0.3284,8,148,156,Non-Rush Hour,Weekday,Cold,5.056245805348308,hour
8086,2011-12-08,Winter,0,12,13,0,4,1,1,0.3,0.49,0.3582,9,115,124,Non-Rush Hour,Weekday,Cold,4.8283137373023015,hour
8087,2011-12-08,Winter,0,12,14,0,4,1,1,0.32,0.45,0.2537,16,121,137,Non-Rush Hour,Weekday,Mild,4.927253685157205,hour
8088,2011-12-08,Winter,0,12,15,0,4,1,1,0.32,0.45,0.1343,19,98,117,Non-Rush Hour,Weekday,Mild,4.770684624465665,hour
8089,2011-12-08,Winter,0,12,16,0,4,1,1,0.32,0.45,0.194,7,201,208,Rush Hour,Weekday,Mild,5.342334251964811,hour
8090,2011-12-08,Winter,0,12,17,0,4,1,1,0.3,0.49,0.1045,10,321,331,Rush Hour,Weekday,Cold,5.805134968916488,hour
8091,2011-12-08,Winter,0,12,18,0,4,1,1,0.28,0.52,0.2239,12,306,318,Rush Hour,Weekday,Cold,5.765191102784844,hour
8092,2011-12-08,Winter,0,12,19,0,4,1,1,0.26,0.56,0.1045,12,220,232,Rush Hour,Weekday,Cold,5.4510384535657,hour
8093,2011-12-08,Winter,0,12,20,0,4,1,1,0.26,0.6,0.1045,5,170,175,Non-Rush Hour,Weekday,Cold,5.170483995038151,hour
8094,2011-12-08,Winter,0,12,21,0,4,1,1,0.28,0.61,0.0896,4,135,139,Non-Rush Hour,Weekday,Cold,4.941642422609304,hour
8095,2011-12-08,Winter,0,12,22,0,4,1,1,0.26,0.65,0.1343,8,84,92,Non-Rush Hour,Weekday,Cold,4.532599493153256,hour
8096,2011-12-08,Winter,0,12,23,0,4,1,1,0.24,0.7,0.1045,3,58,61,Non-Rush Hour,Weekday,Cold,4.127134385045092,hour
8097,2011-12-09,Winter,0,12,0,0,5,1,1,0.24,0.65,0.194,8,26,34,Non-Rush Hour,Weekday,Cold,3.555348061489413,hour
8098,2011-12-09,Winter,0,12,1,0,5,1,1,0.24,0.65,0.194,2,12,14,Non-Rush Hour,Weekday,Cold,2.70805020110221,hour
8099,2011-12-09,Winter,0,12,2,0,5,1,1,0.24,0.7,0.194,2,10,12,Non-Rush Hour,Weekday,Cold,2.5649493574615367,hour
8100,2011-12-09,Winter,0,12,3,0,5,1,1,0.22,0.8,0.194,1,5,6,Non-Rush Hour,Weekday,Cold,1.9459101490553128,hour
8101,2011-12-09,Winter,0,12,4,0,5,1,1,0.22,0.8,0.194,1,1,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096,hour
8102,2011-12-09,Winter,0,12,5,0,5,1,1,0.22,0.8,0.194,0,20,20,Non-Rush Hour,Weekday,Cold,3.044522437723423,hour
8103,2011-12-09,Winter,0,12,6,0,5,1,1,0.22,0.8,0.0896,1,62,63,Non-Rush Hour,Weekday,Cold,4.158883083359672,hour
8104,2011-12-09,Winter,0,12,7,0,5,1,1,0.22,0.75,0.0896,4,195,199,Rush Hour,Weekday,Cold,5.298317366548036,hour
8105,2011-12-09,Winter,0,12,8,0,5,1,1,0.24,0.81,0.194,7,378,385,Rush Hour,Weekday,Cold,5.955837369464831,hour
8106,2011-12-09,Winter,0,12,9,0,5,1,1,0.26,0.81,0.0896,8,256,264,Rush Hour,Weekday,Cold,5.579729825986222,hour
8107,2011-12-09,Winter,0,12,10,0,5,1,2,0.3,0.7,0.1642,11,115,126,Non-Rush Hour,Weekday,Cold,4.844187086458591,hour
8108,2011-12-09,Winter,0,12,11,0,5,1,1,0.32,0.7,0.2537,15,121,136,Non-Rush Hour,Weekday,Mild,4.919980925828125,hour
8109,2011-12-09,Winter,0,12,12,0,5,1,1,0.36,0.57,0.2985,27,146,173,Non-Rush Hour,Weekday,Mild,5.159055299214529,hour
8110,2011-12-09,Winter,0,12,13,0,5,1,1,0.38,0.5,0.194,27,141,168,Non-Rush Hour,Weekday,Mild,5.1298987149230735,hour
8111,2011-12-09,Winter,0,12,14,0,5,1,1,0.38,0.46,0.2836,24,163,187,Non-Rush Hour,Weekday,Mild,5.236441962829949,hour
8112,2011-12-09,Winter,0,12,15,0,5,1,1,0.38,0.46,0.2836,29,160,189,Non-Rush Hour,Weekday,Mild,5.247024072160486,hour
8113,2011-12-09,Winter,0,12,16,0,5,1,1,0.36,0.62,0.1343,24,226,250,Rush Hour,Weekday,Mild,5.525452939131784,hour
8114,2011-12-09,Winter,0,12,17,0,5,1,1,0.34,0.66,0.1045,10,352,362,Rush Hour,Weekday,Mild,5.8944028342648505,hour
8115,2011-12-09,Winter,0,12,18,0,5,1,1,0.34,0.61,0.194,10,308,318,Rush Hour,Weekday,Mild,5.765191102784844,hour
8116,2011-12-09,Winter,0,12,19,0,5,1,1,0.34,0.61,0.194,10,189,199,Rush Hour,Weekday,Mild,5.298317366548036,hour
8117,2011-12-09,Winter,0,12,20,0,5,1,1,0.3,0.81,0.194,10,140,150,Non-Rush Hour,Weekday,Cold,5.017279836814924,hour
8118,2011-12-09,Winter,0,12,21,0,5,1,1,0.3,0.75,0.194,9,131,140,Non-Rush Hour,Weekday,Cold,4.948759890378168,hour
8119,2011-12-09,Winter,0,12,22,0,5,1,1,0.28,0.87,0.194,15,114,129,Non-Rush Hour,Weekday,Cold,4.867534450455582,hour
8120,2011-12-09,Winter,0,12,23,0,5,1,1,0.28,0.81,0.194,6,88,94,Non-Rush Hour,Weekday,Cold,4.553876891600541,hour
8121,2011-12-10,Winter,0,12,0,0,6,0,2,0.26,0.81,0.1045,11,66,77,Non-Rush Hour,Weekend,Cold,4.356708826689592,hour
8122,2011-12-10,Winter,0,12,1,0,6,0,2,0.26,0.7,0.1642,11,55,66,Non-Rush Hour,Weekend,Cold,4.204692619390966,hour
8123,2011-12-10,Winter,0,12,2,0,6,0,2,0.28,0.61,0.0896,12,48,60,Non-Rush Hour,Weekend,Cold,4.110873864173311,hour
8124,2011-12-10,Winter,0,12,3,0,6,0,2,0.28,0.61,0.0896,5,20,25,Non-Rush Hour,Weekend,Cold,3.258096538021482,hour
8125,2011-12-10,Winter,0,12,4,0,6,0,2,0.26,0.65,0.1045,0,3,3,Non-Rush Hour,Weekend,Cold,1.3862943611198906,hour
8126,2011-12-10,Winter,0,12,5,0,6,0,1,0.26,0.6,0.1642,0,6,6,Non-Rush Hour,Weekend,Cold,1.9459101490553128,hour
8127,2011-12-10,Winter,0,12,6,0,6,0,1,0.24,0.65,0.1045,1,10,11,Non-Rush Hour,Weekend,Cold,2.4849066497880004,hour
8128,2011-12-10,Winter,0,12,7,0,6,0,1,0.24,0.65,0.194,0,11,11,Rush Hour,Weekend,Cold,2.4849066497880004,hour
8129,2011-12-10,Winter,0,12,8,0,6,0,1,0.26,0.65,0.1343,5,68,73,Rush Hour,Weekend,Cold,4.304065093204169,hour
8130,2011-12-10,Winter,0,12,9,0,6,0,1,0.28,0.61,0.2836,15,134,149,Rush Hour,Weekend,Cold,5.010635294096256,hour
8131,2011-12-10,Winter,0,12,10,0,6,0,1,0.32,0.57,0.2537,31,161,192,Non-Rush Hour,Weekend,Mild,5.262690188904886,hour
8132,2011-12-10,Winter,0,12,11,0,6,0,1,0.32,0.53,0.4179,44,192,236,Non-Rush Hour,Weekend,Mild,5.468060141135132,hour
8133,2011-12-10,Winter,0,12,12,0,6,0,1,0.32,0.45,0.4179,48,235,283,Non-Rush Hour,Weekend,Mild,5.648974238161206,hour
8134,2011-12-10,Winter,0,12,13,0,6,0,1,0.34,0.34,0.4179,47,239,286,Non-Rush Hour,Weekend,Mild,5.659482215759621,hour
8135,2011-12-10,Winter,0,12,14,0,6,0,1,0.34,0.31,0.3284,51,242,293,Non-Rush Hour,Weekend,Mild,5.683579767338681,hour
8136,2011-12-10,Winter,0,12,15,0,6,0,1,0.34,0.34,0.3582,60,239,299,Non-Rush Hour,Weekend,Mild,5.703782474656201,hour
8137,2011-12-10,Winter,0,12,16,0,6,0,1,0.32,0.31,0.3881,58,183,241,Rush Hour,Weekend,Mild,5.488937726156687,hour
8138,2011-12-10,Winter,0,12,17,0,6,0,1,0.28,0.36,0.3284,34,151,185,Rush Hour,Weekend,Cold,5.225746673713202,hour
8139,2011-12-10,Winter,0,12,18,0,6,0,1,0.26,0.38,0.2239,28,144,172,Rush Hour,Weekend,Cold,5.153291594497779,hour
8140,2011-12-10,Winter,0,12,19,0,6,0,1,0.26,0.38,0.2836,15,139,154,Rush Hour,Weekend,Cold,5.043425116919247,hour
8141,2011-12-10,Winter,0,12,20,0,6,0,1,0.24,0.35,0.2239,10,114,124,Non-Rush Hour,Weekend,Cold,4.8283137373023015,hour
8142,2011-12-10,Winter,0,12,21,0,6,0,1,0.22,0.44,0.2239,4,79,83,Non-Rush Hour,Weekend,Cold,4.430816798843313,hour
8143,2011-12-10,Winter,0,12,22,0,6,0,1,0.22,0.41,0.1343,7,88,95,Non-Rush Hour,Weekend,Cold,4.564348191467836,hour
8144,2011-12-10,Winter,0,12,23,0,6,0,1,0.2,0.47,0.1642,5,61,66,Non-Rush Hour,Weekend,Cold,4.204692619390966,hour
8145,2011-12-11,Winter,0,12,0,0,0,0,1,0.2,0.51,0.2239,5,69,74,Non-Rush Hour,Weekend,Cold,4.31748811353631,hour
8146,2011-12-11,Winter,0,12,1,0,0,0,1,0.16,0.59,0.2239,8,54,62,Non-Rush Hour,Weekend,Cold,4.143134726391533,hour
8147,2011-12-11,Winter,0,12,2,0,0,0,1,0.18,0.55,0.2537,5,47,52,Non-Rush Hour,Weekend,Cold,3.970291913552122,hour
8148,2011-12-11,Winter,0,12,3,0,0,0,1,0.16,0.59,0.1343,2,17,19,Non-Rush Hour,Weekend,Cold,2.995732273553991,hour
8149,2011-12-11,Winter,0,12,4,0,0,0,1,0.16,0.59,0.1642,0,5,5,Non-Rush Hour,Weekend,Cold,1.791759469228055,hour
8150,2011-12-11,Winter,0,12,5,0,0,0,1,0.18,0.59,0.1045,0,6,6,Non-Rush Hour,Weekend,Cold,1.9459101490553128,hour
8151,2011-12-11,Winter,0,12,6,0,0,0,1,0.16,0.59,0.194,0,10,10,Non-Rush Hour,Weekend,Cold,2.3978952727983707,hour
8152,2011-12-11,Winter,0,12,7,0,0,0,1,0.18,0.55,0.194,1,30,31,Rush Hour,Weekend,Cold,3.4657359027997265,hour
8153,2011-12-11,Winter,0,12,8,0,0,0,1,0.16,0.69,0.194,4,68,72,Rush Hour,Weekend,Cold,4.290459441148391,hour
8154,2011-12-11,Winter,0,12,9,0,0,0,1,0.2,0.59,0.194,19,88,107,Rush Hour,Weekend,Cold,4.68213122712422,hour
8155,2011-12-11,Winter,0,12,10,0,0,0,1,0.24,0.44,0.194,30,164,194,Non-Rush Hour,Weekend,Cold,5.272999558563747,hour
8156,2011-12-11,Winter,0,12,11,0,0,0,1,0.26,0.35,0.194,31,166,197,Non-Rush Hour,Weekend,Cold,5.288267030694535,hour
8157,2011-12-11,Winter,0,12,12,0,0,0,1,0.26,0.35,0.194,42,246,288,Non-Rush Hour,Weekend,Cold,5.666426688112432,hour
8158,2011-12-11,Winter,0,12,13,0,0,0,1,0.3,0.31,0.194,44,224,268,Non-Rush Hour,Weekend,Cold,5.594711379601839,hour
8159,2011-12-11,Winter,0,12,14,0,0,0,1,0.3,0.28,0.194,44,198,242,Non-Rush Hour,Weekend,Cold,5.493061443340548,hour
8160,2011-12-11,Winter,0,12,15,0,0,0,1,0.3,0.26,0.194,47,219,266,Non-Rush Hour,Weekend,Cold,5.58724865840025,hour
8161,2011-12-11,Winter,0,12,16,0,0,0,1,0.3,0.26,0.194,32,174,206,Rush Hour,Weekend,Cold,5.332718793265369,hour
8162,2011-12-11,Winter,0,12,17,0,0,0,1,0.28,0.3,0.194,13,150,163,Rush Hour,Weekend,Cold,5.099866427824199,hour
8163,2011-12-11,Winter,0,12,18,0,0,0,1,0.24,0.48,0.194,12,151,163,Rush Hour,Weekend,Cold,5.099866427824199,hour
8164,2011-12-11,Winter,0,12,19,0,0,0,1,0.22,0.55,0.194,7,98,105,Rush Hour,Weekend,Cold,4.663439094112067,hour
8165,2011-12-11,Winter,0,12,20,0,0,0,1,0.22,0.55,0.1045,10,62,72,Non-Rush Hour,Weekend,Cold,4.290459441148391,hour
8166,2011-12-11,Winter,0,12,21,0,0,0,1,0.22,0.55,0.194,10,53,63,Non-Rush Hour,Weekend,Cold,4.158883083359672,hour
8167,2011-12-11,Winter,0,12,22,0,0,0,1,0.22,0.55,0.194,7,36,43,Non-Rush Hour,Weekend,Cold,3.784189633918261,hour
8168,2011-12-11,Winter,0,12,23,0,0,0,1,0.2,0.69,0.194,4,31,35,Non-Rush Hour,Weekend,Cold,3.58351893845611,hour
8169,2011-12-12,Winter,0,12,0,0,1,1,1,0.2,0.69,0.0896,4,16,20,Non-Rush Hour,Weekday,Cold,3.044522437723423,hour
8170,2011-12-12,Winter,0,12,1,0,1,1,1,0.2,0.69,0.194,0,9,9,Non-Rush Hour,Weekday,Cold,2.302585092994046,hour
8171,2011-12-12,Winter,0,12,2,0,1,1,1,0.2,0.69,0.194,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341005,hour
8172,2011-12-12,Winter,0,12,3,0,1,1,1,0.18,0.74,0.194,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096,hour
8173,2011-12-12,Winter,0,12,4,0,1,1,1,0.18,0.74,0.194,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
8174,2011-12-12,Winter,0,12,5,0,1,1,1,0.16,0.8,0.194,0,21,21,Non-Rush Hour,Weekday,Cold,3.091042453358316,hour
8175,2011-12-12,Winter,0,12,6,0,1,1,1,0.16,0.8,0.1045,1,63,64,Non-Rush Hour,Weekday,Cold,4.174387269895637,hour
8176,2011-12-12,Winter,0,12,7,0,1,1,1,0.14,0.86,0.1343,4,231,235,Rush Hour,Weekday,Cold,5.4638318050256105,hour
8177,2011-12-12,Winter,0,12,8,0,1,1,2,0.16,0.8,0.1045,7,378,385,Rush Hour,Weekday,Cold,5.955837369464831,hour
8178,2011-12-12,Winter,0,12,9,0,1,1,2,0.18,0.74,0.0896,12,208,220,Rush Hour,Weekday,Cold,5.3981627015177525,hour
8179,2011-12-12,Winter,0,12,10,0,1,1,2,0.22,0.69,0.1045,14,91,105,Non-Rush Hour,Weekday,Cold,4.663439094112067,hour
8180,2011-12-12,Winter,0,12,11,0,1,1,2,0.26,0.6,0.0896,15,100,115,Non-Rush Hour,Weekday,Cold,4.7535901911063645,hour
8181,2011-12-12,Winter,0,12,12,0,1,1,1,0.28,0.52,0.1045,7,138,145,Non-Rush Hour,Weekday,Cold,4.983606621708336,hour
8182,2011-12-12,Winter,0,12,13,0,1,1,2,0.3,0.52,0.1045,13,153,166,Non-Rush Hour,Weekday,Cold,5.117993812416755,hour
8183,2011-12-12,Winter,0,12,14,0,1,1,2,0.32,0.53,0.1343,16,95,111,Non-Rush Hour,Weekday,Mild,4.718498871295094,hour
8184,2011-12-12,Winter,0,12,15,0,1,1,2,0.32,0.57,0.1045,8,124,132,Non-Rush Hour,Weekday,Mild,4.890349128221754,hour
8185,2011-12-12,Winter,0,12,16,0,1,1,2,0.32,0.57,0.0896,5,209,214,Rush Hour,Weekday,Mild,5.3706380281276624,hour
8186,2011-12-12,Winter,0,12,17,0,1,1,2,0.3,0.56,0.194,7,352,359,Rush Hour,Weekday,Cold,5.886104031450156,hour
8187,2011-12-12,Winter,0,12,18,0,1,1,1,0.3,0.56,0.0896,8,349,357,Rush Hour,Weekday,Cold,5.8805329864007,hour
8188,2011-12-12,Winter,0,12,19,0,1,1,1,0.28,0.61,0.0896,9,232,241,Rush Hour,Weekday,Cold,5.488937726156687,hour
8189,2011-12-12,Winter,0,12,20,0,1,1,1,0.3,0.56,0.0896,8,157,165,Non-Rush Hour,Weekday,Cold,5.111987788356544,hour
8190,2011-12-12,Winter,0,12,21,0,1,1,1,0.26,0.81,0.194,2,119,121,Non-Rush Hour,Weekday,Cold,4.804021044733257,hour
8191,2011-12-12,Winter,0,12,22,0,1,1,1,0.26,0.7,0.194,0,71,71,Non-Rush Hour,Weekday,Cold,4.276666119016055,hour
8192,2011-12-12,Winter,0,12,23,0,1,1,1,0.24,0.75,0.194,3,42,45,Non-Rush Hour,Weekday,Cold,3.828641396489095,hour
8193,2011-12-13,Winter,0,12,0,0,2,1,1,0.22,0.8,0.194,1,16,17,Non-Rush Hour,Weekday,Cold,2.8903717578961645,hour
8194,2011-12-13,Winter,0,12,1,0,2,1,1,0.2,0.8,0.194,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341005,hour
8195,2011-12-13,Winter,0,12,2,0,2,1,1,0.2,0.8,0.194,1,1,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096,hour
8196,2011-12-13,Winter,0,12,3,0,2,1,1,0.18,0.8,0.194,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
8197,2011-12-13,Winter,0,12,4,0,2,1,1,0.2,0.8,0.194,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341005,hour
8198,2011-12-13,Winter,0,12,5,0,2,1,1,0.18,0.86,0.194,0,20,20,Non-Rush Hour,Weekday,Cold,3.044522437723423,hour
8199,2011-12-13,Winter,0,12,6,0,2,1,1,0.2,0.8,0.194,0,92,92,Non-Rush Hour,Weekday,Cold,4.532599493153256,hour
8200,2011-12-13,Winter,0,12,7,0,2,1,1,0.16,0.8,0.1642,2,221,223,Rush Hour,Weekday,Cold,5.41164605185504,hour
8201,2011-12-13,Winter,0,12,8,0,2,1,1,0.2,0.69,0.1045,9,391,400,Rush Hour,Weekday,Cold,5.993961427306569,hour
8202,2011-12-13,Winter,0,12,9,0,2,1,1,0.26,0.6,0.1642,10,223,233,Rush Hour,Weekday,Cold,5.455321115357702,hour
8203,2011-12-13,Winter,0,12,10,0,2,1,1,0.3,0.52,0.1642,3,99,102,Non-Rush Hour,Weekday,Cold,4.634728988229636,hour
8204,2011-12-13,Winter,0,12,11,0,2,1,1,0.34,0.46,0.2537,9,115,124,Non-Rush Hour,Weekday,Mild,4.8283137373023015,hour
8205,2011-12-13,Winter,0,12,12,0,2,1,1,0.36,0.43,0.3582,20,147,167,Non-Rush Hour,Weekday,Mild,5.123963979403259,hour
8206,2011-12-13,Winter,0,12,13,0,2,1,1,0.4,0.37,0.3284,7,120,127,Non-Rush Hour,Weekday,Mild,4.852030263919617,hour
8207,2011-12-13,Winter,0,12,14,0,2,1,1,0.4,0.37,0.2537,18,116,134,Non-Rush Hour,Weekday,Mild,4.90527477843843,hour
8208,2011-12-13,Winter,0,12,15,0,2,1,1,0.4,0.35,0.2537,7,144,151,Non-Rush Hour,Weekday,Mild,5.0238805208462765,hour
8209,2011-12-13,Winter,0,12,16,0,2,1,1,0.38,0.37,0.2537,13,194,207,Rush Hour,Weekday,Mild,5.337538079701318,hour
8210,2011-12-13,Winter,0,12,17,0,2,1,1,0.36,0.4,0.194,17,381,398,Rush Hour,Weekday,Mild,5.988961416889864,hour
8211,2011-12-13,Winter,0,12,18,0,2,1,1,0.34,0.42,0.2239,12,370,382,Rush Hour,Weekday,Mild,5.948034989180646,hour
8212,2011-12-13,Winter,0,12,19,0,2,1,1,0.32,0.49,0.1642,5,262,267,Rush Hour,Weekday,Mild,5.5909869805108565,hour
8213,2011-12-13,Winter,0,12,20,0,2,1,1,0.32,0.49,0.1642,7,154,161,Non-Rush Hour,Weekday,Mild,5.087596335232384,hour
8214,2011-12-13,Winter,0,12,21,0,2,1,1,0.3,0.52,0.1642,5,134,139,Non-Rush Hour,Weekday,Cold,4.941642422609304,hour
8215,2011-12-13,Winter,0,12,22,0,2,1,1,0.3,0.52,0.1642,5,102,107,Non-Rush Hour,Weekday,Cold,4.68213122712422,hour
8216,2011-12-13,Winter,0,12,23,0,2,1,1,0.26,0.7,0.194,4,55,59,Non-Rush Hour,Weekday,Cold,4.0943445622221,hour
