instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,day_type,temp_category,cnt_log,data_source
416,2012-02-20,Spring,1,2,1,1,0,1,0.28,0.507826,0.229083,502,2627,3129,Weekday,Cold,8.048788283534199,day
417,2012-02-21,Spring,1,2,0,2,1,1,0.287826,0.594348,0.205717,163,3614,3777,Weekday,Cold,8.236950048061455,day
418,2012-02-22,Spring,1,2,0,3,1,1,0.395833,0.567917,0.234471,394,4379,4773,Weekday,Mild,8.470939806898775,day
419,2012-02-23,Spring,1,2,0,4,1,1,0.454167,0.554583,0.190913,516,4546,5062,Weekday,Mild,8.529714471969909,day
420,2012-02-24,Spring,1,2,0,5,1,2,0.4075,0.7375,0.237567,246,3241,3487,Weekday,Mild,8.15708378502887,day
421,2012-02-25,Spring,1,2,0,6,0,1,0.290833,0.395833,0.421642,317,2415,2732,Weekend,Cold,7.913155185928068,day
422,2012-02-26,Spring,1,2,0,0,0,1,0.279167,0.41,0.205229,515,2874,3389,Weekend,Cold,8.128585200374497,day
423,2012-02-27,Spring,1,2,0,1,1,1,0.366667,0.490833,0.268033,253,4069,4322,Weekday,Mild,8.371704884667631,day
424,2012-02-28,Spring,1,2,0,2,1,1,0.359167,0.395833,0.193417,229,4134,4363,Weekday,Mild,8.381144346952961,day
425,2012-02-29,Spring,1,2,0,3,1,2,0.344348,0.804783,0.179117,65,1769,1834,Weekday,Mild,7.51479976048867,day
426,2012-03-01,Spring,1,3,0,4,1,1,0.485833,0.615417,0.226987,325,4665,4990,Weekday,Mild,8.515391569469609,day
427,2012-03-02,Spring,1,3,0,5,1,2,0.353333,0.657083,0.144904,246,2948,3194,Weekday,Mild,8.069342366811636,day
428,2012-03-03,Spring,1,3,0,6,0,2,0.414167,0.62125,0.161079,956,3110,4066,Weekend,Mild,8.310660905907225,day
429,2012-03-04,Spring,1,3,0,0,0,1,0.325833,0.403333,0.334571,710,2713,3423,Weekend,Mild,8.138564737261632,day
430,2012-03-05,Spring,1,3,0,1,1,1,0.243333,0.50625,0.228858,203,3130,3333,Weekday,Cold,8.111928063310739,day
431,2012-03-06,Spring,1,3,0,2,1,1,0.258333,0.456667,0.200875,221,3735,3956,Weekday,Cold,8.283241441385425,day
432,2012-03-07,Spring,1,3,0,3,1,1,0.404167,0.513333,0.345779,432,4484,4916,Weekday,Mild,8.50045386741194,day
433,2012-03-08,Spring,1,3,0,4,1,1,0.5275,0.5675,0.441563,486,4896,5382,Weekday,Mild,8.591001118560957,day
434,2012-03-09,Spring,1,3,0,5,1,2,0.410833,0.407083,0.4148,447,4122,4569,Weekday,Mild,8.42726848388825,day
435,2012-03-10,Spring,1,3,0,6,0,1,0.2875,0.350417,0.22575,968,3150,4118,Weekend,Cold,8.323365694436081,day
436,2012-03-11,Spring,1,3,0,0,0,1,0.361739,0.476957,0.222587,1658,3253,4911,Weekend,Mild,8.499436469826978,day
437,2012-03-12,Spring,1,3,0,1,1,1,0.466667,0.489167,0.207713,838,4460,5298,Weekday,Mild,8.575273402492762,day
438,2012-03-13,Spring,1,3,0,2,1,1,0.565,0.6175,0.23695,762,5085,5847,Weekday,Mild,8.673855001429615,day
439,2012-03-14,Spring,1,3,0,3,1,1,0.5725,0.507083,0.115062,997,5315,6312,Weekday,Mild,8.750366278367625,day
440,2012-03-15,Spring,1,3,0,4,1,1,0.5575,0.579583,0.149883,1005,5187,6192,Weekday,Mild,8.731174900938061,day
441,2012-03-16,Spring,1,3,0,5,1,2,0.435833,0.842083,0.113192,548,3830,4378,Weekday,Mild,8.384575666801398,day
442,2012-03-17,Spring,1,3,0,6,0,2,0.514167,0.755833,0.110704,3155,4681,7836,Weekend,Mild,8.966611387052865,day
443,2012-03-18,Spring,1,3,0,0,0,2,0.4725,0.81,0.126883,2207,3685,5892,Weekend,Mild,8.681520484837913,day
444,2012-03-19,Spring,1,3,0,1,1,1,0.545,0.72875,0.162317,982,5171,6153,Weekday,Mild,8.724857555881988,day
445,2012-03-20,Spring,1,3,0,2,1,1,0.560833,0.807917,0.121271,1051,5042,6093,Weekday,Mild,8.715059959545654,day
446,2012-03-21,Summer,1,3,0,3,1,2,0.531667,0.82125,0.0895583,1122,5108,6230,Weekday,Mild,8.737292112544221,day
447,2012-03-22,Summer,1,3,0,4,1,1,0.554167,0.83125,0.117562,1334,5537,6871,Weekday,Mild,8.835210463664092,day
448,2012-03-23,Summer,1,3,0,5,1,2,0.601667,0.694167,0.1163,2469,5893,8362,Weekday,Warm,9.031572493381526,day
449,2012-03-24,Summer,1,3,0,6,0,2,0.5025,0.885417,0.192783,1033,2339,3372,Weekend,Mild,8.12355783506165,day
450,2012-03-25,Summer,1,3,0,0,0,2,0.4375,0.880833,0.220775,1532,3464,4996,Weekend,Mild,8.516593011344206,day
451,2012-03-26,Summer,1,3,0,1,1,1,0.445833,0.477917,0.386821,795,4763,5558,Weekday,Mild,8.62317351495347,day
452,2012-03-27,Summer,1,3,0,2,1,1,0.323333,0.29,0.187192,531,4571,5102,Weekday,Mild,8.537583881063972,day
453,2012-03-28,Summer,1,3,0,3,1,1,0.484167,0.48125,0.291671,674,5024,5698,Weekday,Mild,8.648045999835,day
454,2012-03-29,Summer,1,3,0,4,1,1,0.494167,0.439167,0.31965,834,5299,6133,Weekday,Mild,8.721602344674197,day
455,2012-03-30,Summer,1,3,0,5,1,2,0.37,0.580833,0.138067,796,4663,5459,Weekday,Mild,8.605204068738951,day
456,2012-03-31,Summer,1,3,0,6,0,2,0.424167,0.738333,0.250617,2301,3934,6235,Weekend,Mild,8.738094230177667,day
457,2012-04-01,Summer,1,4,0,0,0,2,0.425833,0.67625,0.172267,2347,3694,6041,Weekend,Mild,8.706490361946617,day
458,2012-04-02,Summer,1,4,0,1,1,1,0.433913,0.504348,0.312139,1208,4728,5936,Weekday,Mild,8.688959234270676,day
459,2012-04-03,Summer,1,4,0,2,1,1,0.466667,0.396667,0.100133,1348,5424,6772,Weekday,Mild,8.820699399214904,day
460,2012-04-04,Summer,1,4,0,3,1,1,0.541667,0.469583,0.180975,1058,5378,6436,Weekday,Mild,8.769817872052617,day
461,2012-04-05,Summer,1,4,0,4,1,1,0.435,0.374167,0.219529,1192,5265,6457,Weekday,Mild,8.77307495131822,day
462,2012-04-06,Summer,1,4,0,5,1,1,0.403333,0.377083,0.300388,1807,4653,6460,Weekday,Mild,8.773539383558166,day
463,2012-04-07,Summer,1,4,0,6,0,1,0.4375,0.254167,0.274871,3252,3605,6857,Weekend,Mild,8.833171133022866,day
464,2012-04-08,Summer,1,4,0,0,0,1,0.5,0.275833,0.232596,2230,2939,5169,Weekend,Mild,8.550627967502475,day
465,2012-04-09,Summer,1,4,0,1,1,1,0.489167,0.3175,0.358196,905,4680,5585,Weekday,Mild,8.628018746505122,day
466,2012-04-10,Summer,1,4,0,2,1,1,0.446667,0.435,0.249375,819,5099,5918,Weekday,Mild,8.685922794690725,day
467,2012-04-11,Summer,1,4,0,3,1,1,0.348696,0.469565,0.295274,482,4380,4862,Weekday,Mild,8.489410810403786,day
468,2012-04-12,Summer,1,4,0,4,1,1,0.3975,0.46625,0.290429,663,4746,5409,Weekday,Mild,8.596004371840527,day
469,2012-04-13,Summer,1,4,0,5,1,1,0.4425,0.408333,0.155471,1252,5146,6398,Weekday,Mild,8.76389700713946,day
470,2012-04-14,Summer,1,4,0,6,0,1,0.495,0.502917,0.190917,2795,4665,7460,Weekend,Mild,8.917444732471514,day
471,2012-04-15,Summer,1,4,0,0,0,1,0.606667,0.507917,0.225129,2846,4286,7132,Weekend,Warm,8.872487182278038,day
472,2012-04-16,Summer,1,4,1,1,0,1,0.664167,0.561667,0.284829,1198,5172,6370,Weekday,Warm,8.759511722116489,day
473,2012-04-17,Summer,1,4,0,2,1,1,0.608333,0.390417,0.273629,989,5702,6691,Weekday,Warm,8.808668062106715,day
474,2012-04-18,Summer,1,4,0,3,1,2,0.463333,0.569167,0.167912,347,4020,4367,Weekday,Mild,8.38206051742474,day
475,2012-04-19,Summer,1,4,0,4,1,1,0.498333,0.6125,0.0659292,846,5719,6565,Weekday,Mild,8.789660098061537,day
476,2012-04-20,Summer,1,4,0,5,1,1,0.526667,0.694583,0.149871,1340,5950,7290,Weekday,Mild,8.89439598980643,day
477,2012-04-21,Summer,1,4,0,6,0,1,0.57,0.682917,0.283587,2541,4083,6624,Weekend,Mild,8.798605650854423,day
478,2012-04-22,Summer,1,4,0,0,0,3,0.396667,0.835417,0.344546,120,907,1027,Weekend,Mild,6.93537044601511,day
479,2012-04-23,Summer,1,4,0,1,1,2,0.321667,0.766667,0.303496,195,3019,3214,Weekday,Mild,8.07558263667172,day
480,2012-04-24,Summer,1,4,0,2,1,1,0.413333,0.454167,0.249383,518,5115,5633,Weekday,Mild,8.636574948436317,day
481,2012-04-25,Summer,1,4,0,3,1,1,0.476667,0.427917,0.118792,655,5541,6196,Weekday,Mild,8.731820582962108,day
482,2012-04-26,Summer,1,4,0,4,1,2,0.498333,0.756667,0.176625,475,4551,5026,Weekday,Mild,8.522578663692576,day
483,2012-04-27,Summer,1,4,0,5,1,1,0.4575,0.400833,0.347633,1014,5219,6233,Weekday,Mild,8.737773460327283,day
484,2012-04-28,Summer,1,4,0,6,0,2,0.376667,0.489583,0.129975,1120,3100,4220,Weekend,Mild,8.347827345782498,day
485,2012-04-29,Summer,1,4,0,0,0,1,0.458333,0.587083,0.116908,2229,4075,6304,Weekend,Mild,8.74909824839902,day
486,2012-04-30,Summer,1,4,0,1,1,2,0.464167,0.57,0.171638,665,4907,5572,Weekday,Mild,8.625688787569537,day
487,2012-05-01,Summer,1,5,0,2,1,2,0.613333,0.659583,0.156096,653,5087,5740,Weekday,Warm,8.655388690167637,day
488,2012-05-02,Summer,1,5,0,3,1,1,0.564167,0.797083,0.138058,667,5502,6169,Weekday,Mild,8.727454116899434,day
489,2012-05-03,Summer,1,5,0,4,1,2,0.56,0.768333,0.133696,764,5657,6421,Weekday,Mild,8.76748487464946,day
490,2012-05-04,Summer,1,5,0,5,1,1,0.6275,0.735417,0.162938,1069,5227,6296,Weekday,Warm,8.747828608488742,day
491,2012-05-05,Summer,1,5,0,6,0,2,0.621667,0.756667,0.152992,2496,4387,6883,Weekend,Warm,8.83695515733143,day
492,2012-05-06,Summer,1,5,0,0,0,2,0.5625,0.74,0.149879,2135,4224,6359,Weekend,Mild,8.757783656334167,day
493,2012-05-07,Summer,1,5,0,1,1,2,0.5375,0.664167,0.230721,1008,5265,6273,Weekday,Mild,8.744169388750624,day
494,2012-05-08,Summer,1,5,0,2,1,2,0.581667,0.685833,0.296029,738,4990,5728,Weekday,Mild,8.653296274408579,day
495,2012-05-09,Summer,1,5,0,3,1,2,0.575,0.744167,0.216412,620,4097,4717,Weekday,Mild,8.45914025996762,day
496,2012-05-10,Summer,1,5,0,4,1,1,0.505833,0.552083,0.314063,1026,5546,6572,Weekday,Mild,8.790725628263576,day
497,2012-05-11,Summer,1,5,0,5,1,1,0.533333,0.360417,0.236937,1319,5711,7030,Weekday,Mild,8.858084222199162,day
498,2012-05-12,Summer,1,5,0,6,0,1,0.564167,0.480417,0.123133,2622,4807,7429,Weekend,Mild,8.913281137711804,day
499,2012-05-13,Summer,1,5,0,0,0,1,0.6125,0.57625,0.225117,2172,3946,6118,Weekend,Warm,8.71915396346254,day
500,2012-05-14,Summer,1,5,0,1,1,2,0.573333,0.789583,0.212692,342,2501,2843,Weekday,Mild,7.952966790923131,day
501,2012-05-15,Summer,1,5,0,2,1,2,0.611667,0.794583,0.147392,625,4490,5115,Weekday,Warm,8.540128162698734,day
502,2012-05-16,Summer,1,5,0,3,1,1,0.636667,0.697917,0.122512,991,6433,7424,Weekday,Warm,8.9126079636709,day
503,2012-05-17,Summer,1,5,0,4,1,1,0.593333,0.52,0.229475,1242,6142,7384,Weekday,Mild,8.90720619496548,day
504,2012-05-18,Summer,1,5,0,5,1,1,0.564167,0.523333,0.136817,1521,6118,7639,Weekday,Mild,8.941152882160566,day
505,2012-05-19,Summer,1,5,0,6,0,1,0.6,0.45625,0.083975,3410,4884,8294,Weekend,Mild,9.023408202624545,day
506,2012-05-20,Summer,1,5,0,0,0,1,0.620833,0.530417,0.254367,2704,4425,7129,Weekend,Warm,8.872066513408342,day
507,2012-05-21,Summer,1,5,0,1,1,2,0.598333,0.81125,0.233204,630,3729,4359,Weekday,Mild,8.38022733634308,day
508,2012-05-22,Summer,1,5,0,2,1,2,0.615,0.765833,0.118167,819,5254,6073,Weekday,Warm,8.711772645605695,day
509,2012-05-23,Summer,1,5,0,3,1,2,0.621667,0.774583,0.102,766,4494,5260,Weekday,Warm,8.568076401730806,day
510,2012-05-24,Summer,1,5,0,4,1,1,0.655,0.716667,0.172896,1059,5711,6770,Weekday,Warm,8.820404065485645,day
511,2012-05-25,Summer,1,5,0,5,1,1,0.68,0.747083,0.14055,1417,5317,6734,Weekday,Warm,8.815073088844464,day
512,2012-05-26,Summer,1,5,0,6,0,1,0.6925,0.7325,0.198992,2855,3681,6536,Weekend,Warm,8.78523362361273,day
513,2012-05-27,Summer,1,5,0,0,0,1,0.69,0.697083,0.215171,3283,3308,6591,Weekend,Warm,8.793612071589308,day
514,2012-05-28,Summer,1,5,1,1,0,1,0.7125,0.67625,0.196521,2557,3486,6043,Weekday,Warm,8.70682132339263,day
515,2012-05-29,Summer,1,5,0,2,1,1,0.7225,0.684583,0.2954,880,4863,5743,Weekday,Warm,8.65591111072806,day
516,2012-05-30,Summer,1,5,0,3,1,2,0.656667,0.67,0.134329,745,6110,6855,Weekday,Warm,8.832879460277615,day
517,2012-05-31,Summer,1,5,0,4,1,1,0.68,0.492917,0.195279,1100,6238,7338,Weekday,Warm,8.900957872545062,day
518,2012-06-01,Summer,1,6,0,5,1,2,0.654167,0.755417,0.237563,533,3594,4127,Weekday,Warm,8.325548307161398,day
519,2012-06-02,Summer,1,6,0,6,0,1,0.583333,0.549167,0.186562,2795,5325,8120,Weekend,Mild,9.002208578282412,day
520,2012-06-03,Summer,1,6,0,0,0,1,0.6025,0.493333,0.184087,2494,5147,7641,Weekend,Warm,8.941414628006845,day
521,2012-06-04,Summer,1,6,0,1,1,1,0.5975,0.487083,0.284833,1071,5927,6998,Weekday,Mild,8.85352256068954,day
522,2012-06-05,Summer,1,6,0,2,1,2,0.540833,0.613333,0.209575,968,6033,7001,Weekday,Mild,8.85395110151461,day
523,2012-06-06,Summer,1,6,0,3,1,1,0.554167,0.61125,0.077125,1027,6028,7055,Weekday,Mild,8.861633597686627,day
524,2012-06-07,Summer,1,6,0,4,1,1,0.6025,0.567083,0.15735,1038,6456,7494,Weekday,Warm,8.921991410536698,day
525,2012-06-08,Summer,1,6,0,5,1,1,0.649167,0.467917,0.175383,1488,6248,7736,Weekday,Warm,8.953769294549454,day
526,2012-06-09,Summer,1,6,0,6,0,1,0.710833,0.437083,0.144287,2708,4790,7498,Weekend,Warm,8.92252495730139,day
527,2012-06-10,Summer,1,6,0,0,0,1,0.726667,0.538333,0.133721,2224,4374,6598,Weekend,Warm,8.794673401383422,day
528,2012-06-11,Summer,1,6,0,1,1,2,0.720833,0.587917,0.207713,1017,5647,6664,Weekday,Warm,8.804625232612809,day
529,2012-06-12,Summer,1,6,0,2,1,2,0.653333,0.833333,0.214546,477,4495,4972,Weekday,Warm,8.511778558714738,day
530,2012-06-13,Summer,1,6,0,3,1,1,0.655833,0.582083,0.343279,1173,6248,7421,Weekday,Warm,8.912203841620542,day
531,2012-06-14,Summer,1,6,0,4,1,1,0.648333,0.569583,0.253733,1180,6183,7363,Weekday,Warm,8.904358542352968,day
532,2012-06-15,Summer,1,6,0,5,1,1,0.639167,0.589583,0.176617,1563,6102,7665,Weekday,Warm,8.9445502459405,day
533,2012-06-16,Summer,1,6,0,6,0,1,0.631667,0.504167,0.166667,2963,4739,7702,Weekend,Warm,8.949365142352965,day
534,2012-06-17,Summer,1,6,0,0,0,1,0.5925,0.59875,0.144904,2634,4344,6978,Weekend,Mild,8.850660919017152,day
535,2012-06-18,Summer,1,6,0,1,1,2,0.568333,0.777917,0.174746,653,4446,5099,Weekday,Mild,8.536995818712418,day
536,2012-06-19,Summer,1,6,0,2,1,1,0.688333,0.69,0.148017,968,5857,6825,Weekday,Warm,8.828494129466652,day
537,2012-06-20,Summer,1,6,0,3,1,1,0.7825,0.592083,0.113812,872,5339,6211,Weekday,Warm,8.734238184268577,day
538,2012-06-21,Fall,1,6,0,4,1,1,0.805833,0.567917,0.118787,778,5127,5905,Weekday,Warm,8.683724062303869,day
539,2012-06-22,Fall,1,6,0,5,1,1,0.7775,0.57375,0.182842,964,4859,5823,Weekday,Warm,8.669742589876522,day
540,2012-06-23,Fall,1,6,0,6,0,1,0.731667,0.534583,0.179721,2657,4801,7458,Weekend,Warm,8.917176635955164,day
541,2012-06-24,Fall,1,6,0,0,0,1,0.743333,0.479167,0.145525,2551,4340,6891,Weekend,Warm,8.83811659764782,day
542,2012-06-25,Fall,1,6,0,1,1,1,0.715833,0.504167,0.300383,1139,5640,6779,Weekday,Warm,8.821732380934442,day
543,2012-06-26,Fall,1,6,0,2,1,1,0.630833,0.373333,0.347642,1077,6365,7442,Weekday,Warm,8.915029272359911,day
544,2012-06-27,Fall,1,6,0,3,1,1,0.6975,0.36,0.271775,1077,6258,7335,Weekday,Warm,8.9005490139363,day
545,2012-06-28,Fall,1,6,0,4,1,1,0.749167,0.4225,0.17165,921,5958,6879,Weekday,Warm,8.836373930927389,day
546,2012-06-29,Fall,1,6,0,5,1,1,0.834167,0.48875,0.165417,829,4634,5463,Weekday,Warm,8.605936401250625,day
547,2012-06-30,Fall,1,6,0,6,0,1,0.765,0.60125,0.161071,1455,4232,5687,Weekend,Warm,8.646113971483077,day
548,2012-07-01,Fall,1,7,0,0,0,1,0.815833,0.51875,0.168529,1421,4110,5531,Weekend,Warm,8.61830469278465,day
549,2012-07-02,Fall,1,7,0,1,1,1,0.781667,0.447083,0.195267,904,5323,6227,Weekday,Warm,8.73681053295389,day
550,2012-07-03,Fall,1,7,0,2,1,1,0.780833,0.492083,0.126237,1052,5608,6660,Weekday,Warm,8.804024902413179,day
551,2012-07-04,Fall,1,7,1,3,0,1,0.789167,0.53875,0.13495,2562,4841,7403,Weekday,Warm,8.909775673693389,day
552,2012-07-05,Fall,1,7,0,4,1,1,0.8275,0.457917,0.194029,1405,4836,6241,Weekday,Warm,8.739055922830724,day
553,2012-07-06,Fall,1,7,0,5,1,1,0.828333,0.450833,0.146142,1366,4841,6207,Weekday,Warm,8.733594061863055,day
554,2012-07-07,Fall,1,7,0,6,0,1,0.861667,0.492083,0.163554,1448,3392,4840,Weekend,Warm,8.484876589939695,day
555,2012-07-08,Fall,1,7,0,0,0,1,0.8225,0.57375,0.125629,1203,3469,4672,Weekend,Warm,8.449556542700426,day
556,2012-07-09,Fall,1,7,0,1,1,2,0.710833,0.683333,0.180975,998,5571,6569,Weekday,Warm,8.790269111478656,day
557,2012-07-10,Fall,1,7,0,2,1,2,0.720833,0.6675,0.151737,954,5336,6290,Weekday,Warm,8.74687531957003,day
558,2012-07-11,Fall,1,7,0,3,1,1,0.716667,0.633333,0.151733,975,6289,7264,Weekday,Warm,8.890823576004383,day
559,2012-07-12,Fall,1,7,0,4,1,1,0.715833,0.529583,0.146775,1032,6414,7446,Weekday,Warm,8.915566545710645,day
560,2012-07-13,Fall,1,7,0,5,1,2,0.731667,0.485833,0.08085,1511,5988,7499,Weekday,Warm,8.922658299524402,day
561,2012-07-14,Fall,1,7,0,6,0,2,0.703333,0.699167,0.143679,2355,4614,6969,Weekend,Warm,8.84937050375457,day
562,2012-07-15,Fall,1,7,0,0,0,1,0.745833,0.717917,0.166667,1920,4111,6031,Weekend,Warm,8.704833909687792,day
563,2012-07-16,Fall,1,7,0,1,1,1,0.763333,0.645,0.164187,1088,5742,6830,Weekday,Warm,8.82922635473185,day
564,2012-07-17,Fall,1,7,0,2,1,1,0.818333,0.505833,0.114429,921,5865,6786,Weekday,Warm,8.822764296703758,day
565,2012-07-18,Fall,1,7,0,3,1,1,0.793333,0.577083,0.137442,799,4914,5713,Weekday,Warm,8.65067458279072,day
566,2012-07-19,Fall,1,7,0,4,1,1,0.77,0.600417,0.165429,888,5703,6591,Weekday,Warm,8.793612071589308,day
567,2012-07-20,Fall,1,7,0,5,1,2,0.665833,0.844167,0.208967,747,5123,5870,Weekday,Warm,8.677780256064185,day
568,2012-07-21,Fall,1,7,0,6,0,3,0.595833,0.865417,0.2133,1264,3195,4459,Weekend,Mild,8.40290404501411,day
569,2012-07-22,Fall,1,7,0,0,0,2,0.6675,0.7625,0.0939208,2544,4866,7410,Weekend,Warm,8.910720661951359,day
570,2012-07-23,Fall,1,7,0,1,1,1,0.741667,0.694167,0.138683,1135,5831,6966,Weekday,Warm,8.848939995030118,day
571,2012-07-24,Fall,1,7,0,2,1,1,0.750833,0.655,0.211454,1140,6452,7592,Weekday,Warm,8.934982049213234,day
572,2012-07-25,Fall,1,7,0,3,1,1,0.724167,0.45,0.1648,1383,6790,8173,Weekday,Warm,9.008713664124222,day
573,2012-07-26,Fall,1,7,0,4,1,1,0.776667,0.596667,0.284813,1036,5825,6861,Weekday,Warm,8.833754223418396,day
574,2012-07-27,Fall,1,7,0,5,1,1,0.781667,0.594583,0.152992,1259,5645,6904,Weekday,Warm,8.840001065843392,day
575,2012-07-28,Fall,1,7,0,6,0,1,0.755833,0.613333,0.15735,2234,4451,6685,Weekend,Warm,8.807771066980044,day
576,2012-07-29,Fall,1,7,0,0,0,1,0.721667,0.62375,0.170396,2153,4444,6597,Weekend,Warm,8.794521851788527,day
577,2012-07-30,Fall,1,7,0,1,1,1,0.730833,0.66875,0.153617,1040,6065,7105,Weekday,Warm,8.868694776580972,day
578,2012-07-31,Fall,1,7,0,2,1,1,0.713333,0.704167,0.165425,968,6248,7216,Weekday,Warm,8.884194633072273,day
579,2012-08-01,Fall,1,8,0,3,1,1,0.7175,0.6775,0.141179,1074,6506,7580,Weekday,Warm,8.933400396056303,day
580,2012-08-02,Fall,1,8,0,4,1,1,0.7525,0.659583,0.129354,983,6278,7261,Weekday,Warm,8.89041055197428,day
581,2012-08-03,Fall,1,8,0,5,1,2,0.765833,0.6425,0.215792,1328,5847,7175,Weekday,Warm,8.878497403738631,day
582,2012-08-04,Fall,1,8,0,6,0,1,0.793333,0.613333,0.257458,2345,4479,6824,Weekend,Warm,8.82834762005316,day
583,2012-08-05,Fall,1,8,0,0,0,1,0.769167,0.6525,0.290421,1707,3757,5464,Weekend,Warm,8.60611940061064,day
584,2012-08-06,Fall,1,8,0,1,1,2,0.7525,0.654167,0.129354,1233,5780,7013,Weekday,Warm,8.855663430700123,day
585,2012-08-07,Fall,1,8,0,2,1,2,0.735833,0.70375,0.116908,1278,5995,7273,Weekday,Warm,8.892061625546935,day
586,2012-08-08,Fall,1,8,0,3,1,2,0.75,0.672917,0.1107,1263,6271,7534,Weekday,Warm,8.927314111060596,day
587,2012-08-09,Fall,1,8,0,4,1,1,0.755833,0.620417,0.1561,1196,6090,7286,Weekday,Warm,8.893847217670283,day
588,2012-08-10,Fall,1,8,0,5,1,2,0.715833,0.715833,0.238813,1065,4721,5786,Weekday,Warm,8.663369301573839,day
589,2012-08-11,Fall,1,8,0,6,0,2,0.6925,0.732917,0.206479,2247,4052,6299,Weekend,Warm,8.748304912379623,day
590,2012-08-12,Fall,1,8,0,0,0,1,0.700833,0.530417,0.122512,2182,4362,6544,Weekend,Warm,8.786456678344,day
591,2012-08-13,Fall,1,8,0,1,1,1,0.720833,0.545417,0.136212,1207,5676,6883,Weekday,Warm,8.83695515733143,day
592,2012-08-14,Fall,1,8,0,2,1,1,0.726667,0.686667,0.169158,1128,5656,6784,Weekday,Warm,8.82246957226897,day
593,2012-08-15,Fall,1,8,0,3,1,1,0.706667,0.619583,0.169771,1198,6149,7347,Weekday,Warm,8.902183446335016,day
594,2012-08-16,Fall,1,8,0,4,1,1,0.719167,0.519167,0.141796,1338,6267,7605,Weekday,Warm,8.936692688488204,day
595,2012-08-17,Fall,1,8,0,5,1,1,0.723333,0.570833,0.231354,1483,5665,7148,Weekday,Warm,8.874727765766853,day
596,2012-08-18,Fall,1,8,0,6,0,1,0.678333,0.603333,0.177867,2827,5038,7865,Weekend,Warm,8.970304952991755,day
597,2012-08-19,Fall,1,8,0,0,0,2,0.635833,0.711667,0.08645,1208,3341,4549,Weekend,Warm,8.422882511944996,day
598,2012-08-20,Fall,1,8,0,1,1,2,0.635833,0.734167,0.129979,1026,5504,6530,Weekday,Warm,8.784315349902657,day
599,2012-08-21,Fall,1,8,0,2,1,1,0.649167,0.67375,0.0727708,1081,5925,7006,Weekday,Warm,8.854664928370534,day
600,2012-08-22,Fall,1,8,0,3,1,1,0.6675,0.677083,0.0702833,1094,6281,7375,Weekday,Warm,8.90598676523643,day
601,2012-08-23,Fall,1,8,0,4,1,1,0.695833,0.635833,0.0845958,1363,6402,7765,Weekday,Warm,8.957510510291613,day
602,2012-08-24,Fall,1,8,0,5,1,2,0.7025,0.615,0.0721458,1325,6257,7582,Weekday,Warm,8.933664178700935,day
603,2012-08-25,Fall,1,8,0,6,0,2,0.661667,0.712917,0.244408,1829,4224,6053,Weekend,Warm,8.708474489581665,day
604,2012-08-26,Fall,1,8,0,0,0,2,0.653333,0.845833,0.228858,1483,3772,5255,Weekend,Warm,8.567125560164447,day
605,2012-08-27,Fall,1,8,0,1,1,1,0.703333,0.730417,0.128733,989,5928,6917,Weekday,Warm,8.841881989497114,day
606,2012-08-28,Fall,1,8,0,2,1,1,0.728333,0.62,0.190925,935,6105,7040,Weekday,Warm,8.859505484519133,day
607,2012-08-29,Fall,1,8,0,3,1,1,0.685,0.552083,0.112562,1177,6520,7697,Weekday,Warm,8.948715833843691,day
608,2012-08-30,Fall,1,8,0,4,1,1,0.706667,0.590417,0.0771167,1172,6541,7713,Weekday,Warm,8.950792138768174,day
609,2012-08-31,Fall,1,8,0,5,1,1,0.764167,0.5875,0.168533,1433,5917,7350,Weekday,Warm,8.902591637374087,day
610,2012-09-01,Fall,1,9,0,6,0,2,0.753333,0.638333,0.113187,2352,3788,6140,Weekend,Warm,8.722742874329398,day
611,2012-09-02,Fall,1,9,0,0,0,2,0.696667,0.815,0.0640708,2613,3197,5810,Weekend,Warm,8.667507952075105,day
612,2012-09-03,Fall,1,9,1,1,0,1,0.7075,0.790833,0.151121,1965,4069,6034,Weekday,Warm,8.705331133531631,day
613,2012-09-04,Fall,1,9,0,2,1,1,0.725833,0.755,0.236321,867,5997,6864,Weekday,Warm,8.834191318202071,day
614,2012-09-05,Fall,1,9,0,3,1,1,0.736667,0.74125,0.187808,832,6280,7112,Weekday,Warm,8.869679374733515,day
615,2012-09-06,Fall,1,9,0,4,1,2,0.696667,0.810417,0.142421,611,5592,6203,Weekday,Warm,8.73294952429643,day
616,2012-09-07,Fall,1,9,0,5,1,1,0.703333,0.73625,0.171646,1045,6459,7504,Weekday,Warm,8.923324744067562,day
617,2012-09-08,Fall,1,9,0,6,0,2,0.659167,0.799167,0.281104,1557,4419,5976,Weekend,Warm,8.695674048824253,day
618,2012-09-09,Fall,1,9,0,0,0,1,0.61,0.5475,0.224496,2570,5657,8227,Weekend,Warm,9.015298250772847,day
619,2012-09-10,Fall,1,9,0,1,1,1,0.583333,0.50375,0.258713,1118,6407,7525,Weekday,Mild,8.926118971153382,day
620,2012-09-11,Fall,1,9,0,2,1,1,0.5775,0.52,0.0920542,1070,6697,7767,Weekday,Mild,8.957768009971161,day
621,2012-09-12,Fall,1,9,0,3,1,1,0.599167,0.577083,0.131846,1050,6820,7870,Weekday,Mild,8.97094039814245,day
