instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,rush_hour,day_type,temp_category,cnt_log
8859,2012-01-09,Spring,1,1,22,0,1,1,2,0.2,0.92,0.1045,8,54,62,Non-Rush Hour,Weekday,Cold,4.143134726391533
8860,2012-01-09,Spring,1,1,23,0,1,1,2,0.22,0.87,0.1045,1,51,52,Non-Rush Hour,Weekday,Cold,3.970291913552122
8861,2012-01-10,Spring,1,1,0,0,2,1,2,0.22,0.87,0.1045,0,14,14,Non-Rush Hour,Weekday,Cold,2.70805020110221
8862,2012-01-10,Spring,1,1,1,0,2,1,2,0.22,0.93,0.1045,2,3,5,Non-Rush Hour,Weekday,Cold,1.791759469228055
8863,2012-01-10,Spring,1,1,2,0,2,1,2,0.22,0.87,0.1642,2,2,4,Non-Rush Hour,Weekday,Cold,1.6094379124341003
8864,2012-01-10,Spring,1,1,4,0,2,1,2,0.2,0.86,0.1642,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341003
8865,2012-01-10,Spring,1,1,5,0,2,1,1,0.4,0.47,0.2239,0,23,23,Non-Rush Hour,Weekday,Mild,3.1780538303479458
8866,2012-01-10,Spring,1,1,6,0,2,1,2,0.18,0.93,0.194,0,79,79,Non-Rush Hour,Weekday,Cold,4.382026634673881
8867,2012-01-10,Spring,1,1,7,0,2,1,2,0.18,0.93,0.1642,3,219,222,Rush Hour,Weekday,Cold,5.407171771460119
8868,2012-01-10,Spring,1,1,8,0,2,1,2,0.18,0.93,0.1642,6,465,471,Rush Hour,Weekday,Cold,6.156978985585555
8869,2012-01-10,Spring,1,1,9,0,2,1,2,0.18,0.93,0.1642,11,184,195,Rush Hour,Weekday,Cold,5.278114659230518
8870,2012-01-10,Spring,1,1,10,0,2,1,2,0.18,0.93,0.1642,3,80,83,Non-Rush Hour,Weekday,Cold,4.430816798843313
8871,2012-01-10,Spring,1,1,11,0,2,1,1,0.42,0.38,0.2985,8,93,101,Non-Rush Hour,Weekday,Mild,4.624972813284271
8872,2012-01-10,Spring,1,1,12,0,2,1,1,0.42,0.38,0.2985,13,127,140,Non-Rush Hour,Weekday,Mild,4.948759890378168
8873,2012-01-10,Spring,1,1,13,0,2,1,1,0.42,0.38,0.2985,15,163,178,Non-Rush Hour,Weekday,Mild,5.187385805840755
8874,2012-01-10,Spring,1,1,14,0,2,1,1,0.42,0.38,0.2985,10,96,106,Non-Rush Hour,Weekday,Mild,4.672828834461906
8875,2012-01-10,Spring,1,1,15,0,2,1,1,0.42,0.38,0.2985,17,119,136,Non-Rush Hour,Weekday,Mild,4.919980925828125
8876,2012-01-10,Spring,1,1,16,0,2,1,1,0.42,0.38,0.3582,15,225,240,Rush Hour,Weekday,Mild,5.484796933490655
8877,2012-01-10,Spring,1,1,17,0,2,1,1,0.42,0.38,0.2537,14,446,460,Rush Hour,Weekday,Mild,6.133398042996649
8878,2012-01-10,Spring,1,1,18,0,2,1,1,0.4,0.4,0.1045,13,372,385,Rush Hour,Weekday,Mild,5.955837369464831
8879,2012-01-10,Spring,1,1,19,0,2,1,1,0.38,0.46,0.1045,11,270,281,Rush Hour,Weekday,Mild,5.641907070938114
8880,2012-01-10,Spring,1,1,20,0,2,1,1,0.34,0.53,0.1045,10,190,200,Non-Rush Hour,Weekday,Mild,5.303304908059076
8881,2012-01-10,Spring,1,1,21,0,2,1,1,0.32,0.66,0.0896,7,109,116,Non-Rush Hour,Weekday,Mild,4.762173934797756
8882,2012-01-10,Spring,1,1,22,0,2,1,1,0.3,0.7,0.0896,10,104,114,Non-Rush Hour,Weekday,Cold,4.74493212836325
8883,2012-01-10,Spring,1,1,23,0,2,1,1,0.26,0.81,0.1045,3,38,41,Non-Rush Hour,Weekday,Cold,3.7376696182833684
8884,2012-01-11,Spring,1,1,0,0,3,1,1,0.26,0.81,0.194,2,26,28,Non-Rush Hour,Weekday,Cold,3.367295829986474
8885,2012-01-11,Spring,1,1,1,0,3,1,1,0.24,0.87,0.0896,1,6,7,Non-Rush Hour,Weekday,Cold,2.0794415416798357
8886,2012-01-11,Spring,1,1,2,0,3,1,1,0.2,0.85,0.1642,0,5,5,Non-Rush Hour,Weekday,Cold,1.791759469228055
8887,2012-01-11,Spring,1,1,3,0,3,1,1,0.22,0.8,0.194,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341003
8888,2012-01-11,Spring,1,1,4,0,3,1,1,0.2,0.8,0.1343,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096
8889,2012-01-11,Spring,1,1,5,0,3,1,1,0.2,0.8,0.1343,0,22,22,Non-Rush Hour,Weekday,Cold,3.1354942159291497
8890,2012-01-11,Spring,1,1,6,0,3,1,1,0.2,0.86,0.1343,2,72,74,Non-Rush Hour,Weekday,Cold,4.31748811353631
8891,2012-01-11,Spring,1,1,7,0,3,1,1,0.2,0.8,0.1343,9,247,256,Rush Hour,Weekday,Cold,5.54907608489522
8892,2012-01-11,Spring,1,1,8,0,3,1,1,0.2,0.82,0.1045,11,488,499,Rush Hour,Weekday,Cold,6.214608098422191
8893,2012-01-11,Spring,1,1,9,0,3,1,2,0.2,0.86,0.1343,7,218,225,Rush Hour,Weekday,Cold,5.420534999272286
8894,2012-01-11,Spring,1,1,10,0,3,1,2,0.24,0.87,0.1343,13,84,97,Non-Rush Hour,Weekday,Cold,4.584967478670572
8895,2012-01-11,Spring,1,1,11,0,3,1,2,0.26,0.87,0.0896,9,90,99,Non-Rush Hour,Weekday,Cold,4.605170185988092
8896,2012-01-11,Spring,1,1,12,0,3,1,3,0.3,0.81,0.194,4,51,55,Non-Rush Hour,Weekday,Cold,4.02535169073515
8897,2012-01-11,Spring,1,1,13,0,3,1,3,0.32,0.76,0.194,8,57,65,Non-Rush Hour,Weekday,Mild,4.189654742026425
8898,2012-01-11,Spring,1,1,14,0,3,1,3,0.32,0.81,0.1045,3,70,73,Non-Rush Hour,Weekday,Mild,4.304065093204169
8899,2012-01-11,Spring,1,1,15,0,3,1,2,0.34,0.87,0.0896,6,73,79,Non-Rush Hour,Weekday,Mild,4.382026634673881
8900,2012-01-11,Spring,1,1,16,0,3,1,2,0.34,0.87,0.2537,6,112,118,Rush Hour,Weekday,Mild,4.77912349311153
8901,2012-01-11,Spring,1,1,17,0,3,1,3,0.34,0.87,0.2239,6,128,134,Rush Hour,Weekday,Mild,4.90527477843843
8902,2012-01-11,Spring,1,1,18,0,3,1,3,0.34,0.87,0.194,2,96,98,Rush Hour,Weekday,Mild,4.59511985013459
8903,2012-01-11,Spring,1,1,19,0,3,1,3,0.32,0.93,0.2239,1,92,93,Rush Hour,Weekday,Mild,4.543294782270004
8904,2012-01-11,Spring,1,1,20,0,3,1,3,0.32,0.93,0.1642,2,55,57,Non-Rush Hour,Weekday,Mild,4.060443010546419
8905,2012-01-11,Spring,1,1,21,0,3,1,3,0.34,0.87,0.2239,0,29,29,Non-Rush Hour,Weekday,Mild,3.4011973816621555
8906,2012-01-11,Spring,1,1,22,0,3,1,3,0.34,0.87,0.194,0,49,49,Non-Rush Hour,Weekday,Mild,3.912023005428146
8907,2012-01-11,Spring,1,1,23,0,3,1,3,0.34,0.87,0.2239,0,9,9,Non-Rush Hour,Weekday,Mild,2.302585092994046
8908,2012-01-12,Spring,1,1,0,0,4,1,3,0.34,0.93,0.194,0,3,3,Non-Rush Hour,Weekday,Mild,1.3862943611198906
8909,2012-01-12,Spring,1,1,1,0,4,1,3,0.36,0.93,0.194,0,3,3,Non-Rush Hour,Weekday,Mild,1.3862943611198906
8910,2012-01-12,Spring,1,1,2,0,4,1,3,0.36,0.93,0.2537,1,1,2,Non-Rush Hour,Weekday,Mild,1.0986122886681096
8911,2012-01-12,Spring,1,1,3,0,4,1,3,0.36,0.93,0.2537,0,3,3,Non-Rush Hour,Weekday,Mild,1.3862943611198906
8912,2012-01-12,Spring,1,1,4,0,4,1,3,0.36,0.93,0.194,0,2,2,Non-Rush Hour,Weekday,Mild,1.0986122886681096
8913,2012-01-12,Spring,1,1,5,0,4,1,3,0.34,0.93,0.0896,0,16,16,Non-Rush Hour,Weekday,Mild,2.833213344056216
8914,2012-01-12,Spring,1,1,6,0,4,1,3,0.36,0.93,0.1343,1,88,89,Non-Rush Hour,Weekday,Mild,4.499809670330265
8915,2012-01-12,Spring,1,1,7,0,4,1,2,0.34,0.87,0.2836,2,218,220,Rush Hour,Weekday,Mild,5.3981627015177525
8916,2012-01-12,Spring,1,1,8,0,4,1,1,0.32,0.81,0.194,11,497,508,Rush Hour,Weekday,Mild,6.2324480165505225
8917,2012-01-12,Spring,1,1,9,0,4,1,1,0.32,0.81,0.1045,10,220,230,Rush Hour,Weekday,Mild,5.442417710521793
8918,2012-01-12,Spring,1,1,10,0,4,1,1,0.34,0.81,0.1045,6,84,90,Non-Rush Hour,Weekday,Mild,4.51085950651685
8919,2012-01-12,Spring,1,1,11,0,4,1,2,0.34,0.81,0.1045,18,101,119,Non-Rush Hour,Weekday,Mild,4.787491742782046
8920,2012-01-12,Spring,1,1,12,0,4,1,2,0.34,0.81,0.1045,14,130,144,Non-Rush Hour,Weekday,Mild,4.976733742420574
8921,2012-01-12,Spring,1,1,13,0,4,1,1,0.42,0.77,0.1642,13,170,183,Non-Rush Hour,Weekday,Mild,5.214935757608986
8922,2012-01-12,Spring,1,1,14,0,4,1,1,0.42,0.77,0.1642,24,132,156,Non-Rush Hour,Weekday,Mild,5.056245805348308
8923,2012-01-12,Spring,1,1,15,0,4,1,1,0.44,0.72,0.1343,32,156,188,Non-Rush Hour,Weekday,Mild,5.241747015059643
8924,2012-01-12,Spring,1,1,16,0,4,1,1,0.46,0.67,0.194,33,248,281,Rush Hour,Weekday,Mild,5.641907070938114
8925,2012-01-12,Spring,1,1,17,0,4,1,1,0.46,0.63,0.1642,23,472,495,Rush Hour,Weekday,Mild,6.206575926724928
8926,2012-01-12,Spring,1,1,18,0,4,1,1,0.44,0.67,0.194,22,399,421,Rush Hour,Weekday,Mild,6.045005314036012
8927,2012-01-12,Spring,1,1,19,0,4,1,2,0.42,0.71,0.1642,17,313,330,Rush Hour,Weekday,Mild,5.802118375377063
8928,2012-01-12,Spring,1,1,20,0,4,1,2,0.42,0.71,0.194,11,229,240,Non-Rush Hour,Weekday,Mild,5.484796933490655
8929,2012-01-12,Spring,1,1,21,0,4,1,1,0.44,0.67,0.1343,12,162,174,Non-Rush Hour,Weekday,Mild,5.1647859739235145
8930,2012-01-12,Spring,1,1,22,0,4,1,1,0.38,0.76,0.2985,12,121,133,Non-Rush Hour,Weekday,Mild,4.897839799950911
8931,2012-01-12,Spring,1,1,23,0,4,1,1,0.4,0.76,0.3284,7,60,67,Non-Rush Hour,Weekday,Mild,4.219507705176107
8932,2012-01-13,Spring,1,1,0,0,5,1,2,0.4,0.71,0.2836,4,38,42,Non-Rush Hour,Weekday,Mild,3.7612001156935624
8933,2012-01-13,Spring,1,1,1,0,5,1,2,0.38,0.76,0.2985,0,12,12,Non-Rush Hour,Weekday,Mild,2.5649493574615367
8934,2012-01-13,Spring,1,1,2,0,5,1,1,0.4,0.76,0.3582,1,13,14,Non-Rush Hour,Weekday,Mild,2.70805020110221
8935,2012-01-13,Spring,1,1,3,0,5,1,1,0.36,0.87,0.2537,3,4,7,Non-Rush Hour,Weekday,Mild,2.0794415416798357
8936,2012-01-13,Spring,1,1,4,0,5,1,3,0.32,0.7,0.4925,1,2,3,Non-Rush Hour,Weekday,Mild,1.3862943611198906
8937,2012-01-13,Spring,1,1,5,0,5,1,2,0.3,0.7,0.5522,0,21,21,Non-Rush Hour,Weekday,Cold,3.091042453358316
8938,2012-01-13,Spring,1,1,6,0,5,1,2,0.26,0.75,0.2239,2,71,73,Non-Rush Hour,Weekday,Cold,4.304065093204169
8939,2012-01-13,Spring,1,1,7,0,5,1,1,0.26,0.6,0.2239,3,174,177,Rush Hour,Weekday,Cold,5.181783550292085
8940,2012-01-13,Spring,1,1,8,0,5,1,1,0.24,0.52,0.3582,11,408,419,Rush Hour,Weekday,Cold,6.040254711277414
8941,2012-01-13,Spring,1,1,9,0,5,1,1,0.22,0.47,0.3881,10,204,214,Rush Hour,Weekday,Cold,5.3706380281276624
8942,2012-01-13,Spring,1,1,10,0,5,1,1,0.24,0.44,0.4478,2,101,103,Non-Rush Hour,Weekday,Cold,4.6443908991413725
8943,2012-01-13,Spring,1,1,11,0,5,1,1,0.24,0.38,0.6119,12,102,114,Non-Rush Hour,Weekday,Cold,4.74493212836325
8944,2012-01-13,Spring,1,1,12,0,5,1,1,0.24,0.38,0.4925,14,140,154,Non-Rush Hour,Weekday,Cold,5.043425116919247
8945,2012-01-13,Spring,1,1,13,0,5,1,1,0.26,0.33,0.5224,14,140,154,Non-Rush Hour,Weekday,Cold,5.043425116919247
8946,2012-01-13,Spring,1,1,14,0,5,1,1,0.26,0.33,0.5522,10,119,129,Non-Rush Hour,Weekday,Cold,4.867534450455582
8947,2012-01-13,Spring,1,1,15,0,5,1,1,0.26,0.33,0.5821,15,123,138,Non-Rush Hour,Weekday,Cold,4.9344739331306915
8948,2012-01-13,Spring,1,1,16,0,5,1,1,0.28,0.3,0.4627,18,215,233,Rush Hour,Weekday,Cold,5.455321115357702
8949,2012-01-13,Spring,1,1,17,0,5,1,1,0.28,0.33,0.4179,15,317,332,Rush Hour,Weekday,Cold,5.808142489980444
8950,2012-01-13,Spring,1,1,18,0,5,1,1,0.26,0.38,0.2985,7,294,301,Rush Hour,Weekday,Cold,5.71042701737487
8951,2012-01-13,Spring,1,1,19,0,5,1,1,0.26,0.38,0.2836,7,199,206,Rush Hour,Weekday,Cold,5.332718793265369
8952,2012-01-13,Spring,1,1,20,0,5,1,1,0.24,0.41,0.1642,6,130,136,Non-Rush Hour,Weekday,Cold,4.919980925828125
8953,2012-01-13,Spring,1,1,21,0,5,1,1,0.24,0.41,0.2836,7,95,102,Non-Rush Hour,Weekday,Cold,4.634728988229636
8954,2012-01-13,Spring,1,1,22,0,5,1,1,0.2,0.47,0.3284,7,58,65,Non-Rush Hour,Weekday,Cold,4.189654742026425
8955,2012-01-13,Spring,1,1,23,0,5,1,1,0.18,0.47,0.194,5,60,65,Non-Rush Hour,Weekday,Cold,4.189654742026425
8956,2012-01-14,Spring,1,1,0,0,6,0,1,0.16,0.47,0.1045,2,42,44,Non-Rush Hour,Weekend,Cold,3.8066624897703196
8957,2012-01-14,Spring,1,1,1,0,6,0,1,0.16,0.47,0.194,6,44,50,Non-Rush Hour,Weekend,Cold,3.9318256327243257
8958,2012-01-14,Spring,1,1,2,0,6,0,1,0.16,0.47,0.1642,6,32,38,Non-Rush Hour,Weekend,Cold,3.6635616461296463
8959,2012-01-14,Spring,1,1,3,0,6,0,1,0.14,0.54,0.1045,6,14,20,Non-Rush Hour,Weekend,Cold,3.044522437723423
8960,2012-01-14,Spring,1,1,4,0,6,0,1,0.14,0.5,0.1343,0,3,3,Non-Rush Hour,Weekend,Cold,1.3862943611198906
8961,2012-01-14,Spring,1,1,5,0,6,0,1,0.14,0.5,0.1343,0,4,4,Non-Rush Hour,Weekend,Cold,1.6094379124341003
8962,2012-01-14,Spring,1,1,6,0,6,0,1,0.14,0.5,0.194,0,5,5,Non-Rush Hour,Weekend,Cold,1.791759469228055
8963,2012-01-14,Spring,1,1,7,0,6,0,1,0.14,0.5,0.1343,0,24,24,Rush Hour,Weekend,Cold,3.2188758248682006
8964,2012-01-14,Spring,1,1,8,0,6,0,1,0.12,0.54,0.1045,3,89,92,Rush Hour,Weekend,Cold,4.532599493153256
8965,2012-01-14,Spring,1,1,9,0,6,0,1,0.14,0.5,0.1045,3,78,81,Rush Hour,Weekend,Cold,4.406719247264253
8966,2012-01-14,Spring,1,1,10,0,6,0,1,0.16,0.47,0.194,14,135,149,Non-Rush Hour,Weekend,Cold,5.0106352940962555
8967,2012-01-14,Spring,1,1,11,0,6,0,1,0.2,0.4,0.194,28,150,178,Non-Rush Hour,Weekend,Cold,5.187385805840755
8968,2012-01-14,Spring,1,1,12,0,6,0,1,0.22,0.41,0.2537,30,189,219,Non-Rush Hour,Weekend,Cold,5.393627546352361
8969,2012-01-14,Spring,1,1,13,0,6,0,1,0.22,0.44,0.2836,38,182,220,Non-Rush Hour,Weekend,Cold,5.3981627015177525
8970,2012-01-14,Spring,1,1,14,0,6,0,1,0.24,0.41,0.2985,52,179,231,Non-Rush Hour,Weekend,Cold,5.44673737166631
8971,2012-01-14,Spring,1,1,15,0,6,0,1,0.24,0.38,0.2985,49,177,226,Non-Rush Hour,Weekend,Cold,5.424950017481403
8972,2012-01-14,Spring,1,1,16,0,6,0,1,0.24,0.38,0.2239,28,178,206,Rush Hour,Weekend,Cold,5.332718793265369
8973,2012-01-14,Spring,1,1,17,0,6,0,1,0.24,0.41,0.2537,15,129,144,Rush Hour,Weekend,Cold,4.976733742420574
8974,2012-01-14,Spring,1,1,18,0,6,0,1,0.22,0.41,0.194,21,122,143,Rush Hour,Weekend,Cold,4.969813299576001
8975,2012-01-14,Spring,1,1,19,0,6,0,1,0.2,0.47,0.2239,12,90,102,Rush Hour,Weekend,Cold,4.634728988229636
8976,2012-01-14,Spring,1,1,20,0,6,0,1,0.2,0.44,0.2537,8,95,103,Non-Rush Hour,Weekend,Cold,4.6443908991413725
8977,2012-01-14,Spring,1,1,21,0,6,0,1,0.18,0.43,0.2537,3,66,69,Non-Rush Hour,Weekend,Cold,4.248495242049359
8978,2012-01-14,Spring,1,1,22,0,6,0,1,0.16,0.47,0.3582,4,62,66,Non-Rush Hour,Weekend,Cold,4.204692619390966
8979,2012-01-14,Spring,1,1,23,0,6,0,1,0.16,0.47,0.2239,5,71,76,Non-Rush Hour,Weekend,Cold,4.343805421853684
8980,2012-01-15,Spring,1,1,0,0,0,0,1,0.16,0.47,0.3284,9,50,59,Non-Rush Hour,Weekend,Cold,4.0943445622221
8981,2012-01-15,Spring,1,1,1,0,0,0,2,0.16,0.47,0.2985,2,40,42,Non-Rush Hour,Weekend,Cold,3.7612001156935624
8982,2012-01-15,Spring,1,1,2,0,0,0,2,0.16,0.47,0.2836,5,38,43,Non-Rush Hour,Weekend,Cold,3.784189633918261
8983,2012-01-15,Spring,1,1,3,0,0,0,2,0.16,0.48,0.3881,1,24,25,Non-Rush Hour,Weekend,Cold,3.258096538021482
8984,2012-01-15,Spring,1,1,4,0,0,0,2,0.16,0.47,0.3881,1,5,6,Non-Rush Hour,Weekend,Cold,1.9459101490553132
8985,2012-01-15,Spring,1,1,5,0,0,0,2,0.16,0.47,0.3284,0,5,5,Non-Rush Hour,Weekend,Cold,1.791759469228055
8986,2012-01-15,Spring,1,1,6,0,0,0,2,0.14,0.5,0.2836,1,7,8,Non-Rush Hour,Weekend,Cold,2.1972245773362196
8987,2012-01-15,Spring,1,1,7,0,0,0,1,0.12,0.54,0.2836,3,14,17,Rush Hour,Weekend,Cold,2.8903717578961645
8988,2012-01-15,Spring,1,1,8,0,0,0,1,0.12,0.54,0.2239,2,34,36,Rush Hour,Weekend,Cold,3.6109179126442243
8989,2012-01-15,Spring,1,1,9,0,0,0,1,0.12,0.54,0.194,10,80,90,Rush Hour,Weekend,Cold,4.51085950651685
8990,2012-01-15,Spring,1,1,10,0,0,0,1,0.14,0.54,0.2836,11,115,126,Non-Rush Hour,Weekend,Cold,4.844187086458591
8991,2012-01-15,Spring,1,1,11,0,0,0,1,0.16,0.47,0.2239,21,144,165,Non-Rush Hour,Weekend,Cold,5.111987788356544
8992,2012-01-15,Spring,1,1,12,0,0,0,1,0.18,0.4,0.2985,42,192,234,Non-Rush Hour,Weekend,Cold,5.459585514144159
8993,2012-01-15,Spring,1,1,13,0,0,0,1,0.2,0.34,0.2836,40,184,224,Non-Rush Hour,Weekend,Cold,5.41610040220442
8994,2012-01-15,Spring,1,1,14,0,0,0,1,0.2,0.32,0.3582,25,163,188,Non-Rush Hour,Weekend,Cold,5.241747015059643
8995,2012-01-15,Spring,1,1,15,0,0,0,1,0.22,0.27,0.194,33,173,206,Non-Rush Hour,Weekend,Cold,5.332718793265369
8996,2012-01-15,Spring,1,1,16,0,0,0,1,0.22,0.29,0.2985,31,174,205,Rush Hour,Weekend,Cold,5.327876168789581
8997,2012-01-15,Spring,1,1,17,0,0,0,1,0.22,0.25,0.2537,15,131,146,Rush Hour,Weekend,Cold,4.990432586778736
8998,2012-01-15,Spring,1,1,18,0,0,0,1,0.18,0.29,0.2239,7,113,120,Rush Hour,Weekend,Cold,4.795790545596741
8999,2012-01-15,Spring,1,1,19,0,0,0,1,0.16,0.37,0.1642,9,101,110,Rush Hour,Weekend,Cold,4.709530201312334
9000,2012-01-15,Spring,1,1,20,0,0,0,1,0.16,0.37,0.1045,10,85,95,Non-Rush Hour,Weekend,Cold,4.564348191467836
9001,2012-01-15,Spring,1,1,21,0,0,0,1,0.16,0.4,0.1642,1,71,72,Non-Rush Hour,Weekend,Cold,4.290459441148391
9002,2012-01-15,Spring,1,1,22,0,0,0,1,0.18,0.37,0.0896,2,58,60,Non-Rush Hour,Weekend,Cold,4.110873864173311
9003,2012-01-15,Spring,1,1,23,0,0,0,1,0.16,0.43,0.0896,3,26,29,Non-Rush Hour,Weekend,Cold,3.4011973816621555
9004,2012-01-16,Spring,1,1,0,1,1,0,1,0.14,0.46,0.1343,2,23,25,Non-Rush Hour,Weekday,Cold,3.258096538021482
9005,2012-01-16,Spring,1,1,1,1,1,0,1,0.14,0.43,0.1045,2,18,20,Non-Rush Hour,Weekday,Cold,3.044522437723423
9006,2012-01-16,Spring,1,1,2,1,1,0,1,0.14,0.46,0.194,3,14,17,Non-Rush Hour,Weekday,Cold,2.8903717578961645
9007,2012-01-16,Spring,1,1,3,1,1,0,1,0.12,0.5,0.194,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
9008,2012-01-16,Spring,1,1,4,1,1,0,1,0.12,0.58,0.1045,2,6,8,Non-Rush Hour,Weekday,Cold,2.1972245773362196
9009,2012-01-16,Spring,1,1,5,1,1,0,1,0.12,0.54,0.0896,1,5,6,Non-Rush Hour,Weekday,Cold,1.9459101490553132
9010,2012-01-16,Spring,1,1,6,1,1,0,1,0.1,0.54,0.0896,0,13,13,Non-Rush Hour,Weekday,Cold,2.639057329615259
9011,2012-01-16,Spring,1,1,7,1,1,0,1,0.1,0.54,0.1045,5,28,33,Rush Hour,Weekday,Cold,3.5263605246161616
9012,2012-01-16,Spring,1,1,8,1,1,0,1,0.1,0.58,0.1642,3,75,78,Rush Hour,Weekday,Cold,4.3694478524670215
9013,2012-01-16,Spring,1,1,9,1,1,0,1,0.1,0.58,0.1642,7,89,96,Rush Hour,Weekday,Cold,4.574710978503383
9014,2012-01-16,Spring,1,1,10,1,1,0,2,0.14,0.59,0.194,19,107,126,Non-Rush Hour,Weekday,Cold,4.844187086458591
9015,2012-01-16,Spring,1,1,11,1,1,0,1,0.16,0.59,0.2537,21,158,179,Non-Rush Hour,Weekday,Cold,5.19295685089021
9016,2012-01-16,Spring,1,1,12,1,1,0,1,0.2,0.55,0.3284,20,165,185,Non-Rush Hour,Weekday,Cold,5.225746673713202
9017,2012-01-16,Spring,1,1,13,1,1,0,2,0.24,0.41,0.4179,26,202,228,Non-Rush Hour,Weekday,Cold,5.43372200355424
9018,2012-01-16,Spring,1,1,14,1,1,0,1,0.24,0.44,0.3881,23,158,181,Non-Rush Hour,Weekday,Cold,5.204006687076795
9019,2012-01-16,Spring,1,1,15,1,1,0,1,0.26,0.44,0.4478,17,175,192,Non-Rush Hour,Weekday,Cold,5.262690188904886
9020,2012-01-16,Spring,1,1,16,1,1,0,1,0.26,0.44,0.3582,22,158,180,Rush Hour,Weekday,Cold,5.198497031265826
9021,2012-01-16,Spring,1,1,17,1,1,0,1,0.26,0.48,0.3284,19,174,193,Rush Hour,Weekday,Cold,5.267858159063328
9022,2012-01-16,Spring,1,1,18,1,1,0,1,0.26,0.52,0.3284,6,175,181,Rush Hour,Weekday,Cold,5.204006687076795
9023,2012-01-16,Spring,1,1,19,1,1,0,1,0.26,0.56,0.2836,10,134,144,Rush Hour,Weekday,Cold,4.976733742420574
9024,2012-01-16,Spring,1,1,20,1,1,0,1,0.26,0.6,0.2836,2,88,90,Non-Rush Hour,Weekday,Cold,4.51085950651685
9025,2012-01-16,Spring,1,1,21,1,1,0,1,0.28,0.52,0.3284,3,46,49,Non-Rush Hour,Weekday,Cold,3.912023005428146
9026,2012-01-16,Spring,1,1,22,1,1,0,2,0.3,0.49,0.3582,4,39,43,Non-Rush Hour,Weekday,Cold,3.784189633918261
9027,2012-01-16,Spring,1,1,23,1,1,0,3,0.26,0.7,0.2985,0,28,28,Non-Rush Hour,Weekday,Cold,3.367295829986474
9028,2012-01-17,Spring,1,1,0,0,2,1,2,0.26,0.7,0.3284,0,12,12,Non-Rush Hour,Weekday,Cold,2.5649493574615367
9029,2012-01-17,Spring,1,1,1,0,2,1,2,0.28,0.65,0.3582,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096
9030,2012-01-17,Spring,1,1,2,0,2,1,3,0.28,0.75,0.2537,0,12,12,Non-Rush Hour,Weekday,Cold,2.5649493574615367
9031,2012-01-17,Spring,1,1,4,0,2,1,3,0.32,0.66,0.3284,0,2,2,Non-Rush Hour,Weekday,Mild,1.0986122886681096
9032,2012-01-17,Spring,1,1,5,0,2,1,3,0.32,0.66,0.3284,0,13,13,Non-Rush Hour,Weekday,Mild,2.639057329615259
9033,2012-01-17,Spring,1,1,6,0,2,1,3,0.3,0.75,0.2537,0,57,57,Non-Rush Hour,Weekday,Cold,4.060443010546419
9034,2012-01-17,Spring,1,1,7,0,2,1,3,0.3,0.81,0.2239,5,121,126,Rush Hour,Weekday,Cold,4.844187086458591
9035,2012-01-17,Spring,1,1,8,0,2,1,3,0.3,0.81,0.2836,3,90,93,Rush Hour,Weekday,Cold,4.543294782270004
9036,2012-01-17,Spring,1,1,9,0,2,1,3,0.32,0.81,0.2537,7,61,68,Rush Hour,Weekday,Mild,4.23410650459726
9037,2012-01-17,Spring,1,1,10,0,2,1,3,0.3,0.87,0.2537,1,61,62,Non-Rush Hour,Weekday,Cold,4.143134726391533
9038,2012-01-17,Spring,1,1,11,0,2,1,2,0.34,0.87,0.1045,2,73,75,Non-Rush Hour,Weekday,Mild,4.330733340286331
9039,2012-01-17,Spring,1,1,12,0,2,1,2,0.32,0.87,0.2836,3,83,86,Non-Rush Hour,Weekday,Mild,4.465908118654584
9040,2012-01-17,Spring,1,1,13,0,2,1,2,0.38,0.76,0.3284,8,95,103,Non-Rush Hour,Weekday,Mild,4.6443908991413725
9041,2012-01-17,Spring,1,1,14,0,2,1,1,0.44,0.62,0.4925,12,120,132,Non-Rush Hour,Weekday,Mild,4.890349128221754
9042,2012-01-17,Spring,1,1,15,0,2,1,1,0.44,0.62,0.4925,6,123,129,Non-Rush Hour,Weekday,Mild,4.867534450455582
9043,2012-01-17,Spring,1,1,16,0,2,1,1,0.46,0.63,0.5522,14,205,219,Rush Hour,Weekday,Mild,5.393627546352361
9044,2012-01-17,Spring,1,1,17,0,2,1,1,0.46,0.63,0.4478,20,442,462,Rush Hour,Weekday,Mild,6.137727054086234
9045,2012-01-17,Spring,1,1,18,0,2,1,1,0.46,0.63,0.4478,12,451,463,Rush Hour,Weekday,Mild,6.139884552226255
9046,2012-01-17,Spring,1,1,19,0,2,1,1,0.46,0.63,0.4179,11,297,308,Rush Hour,Weekday,Mild,5.733341276897746
9047,2012-01-17,Spring,1,1,20,0,2,1,1,0.46,0.63,0.3582,11,169,180,Non-Rush Hour,Weekday,Mild,5.198497031265826
9048,2012-01-17,Spring,1,1,21,0,2,1,1,0.46,0.67,0.4627,6,174,180,Non-Rush Hour,Weekday,Mild,5.198497031265826
